Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
akto,com.akto.open_api,TestCustomSchemasFromSingleTypeInfo,testObjectInArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
akto,com.akto.open_api,TestCustomSchemasFromSingleTypeInfo,testNestedObjectInArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
akto,com.akto.open_api,TestCustomSchemasFromSingleTypeInfo,testIntegerArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
akto,com.akto.open_api,TestCustomSchemasFromSingleTypeInfo,testBareIntegerArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
akto,com.akto.open_api,TestCustomSchemasFromSingleTypeInfo,testArrayInArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
akto,com.akto.store,TestSampleMessageStore,testFetchSampleMessages,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.store,TestSampleMessageStore,testFetchSampleMessages,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.getMCollection; com.akto.store.SampleMessageStore.fetchSampleMessages
akto,com.akto.store,TestSampleMessageStore,testFilterMessagesWithAuthToken,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.store,TestSampleMessageStore,testFilterMessagesWithAuthToken,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.store.SampleMessageStore.filterMessagesWithAuthToken; com.akto.dto.RawApi.buildFromMessage
akto,com.akto.listener,TestFileTypes,testTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
akto,com.akto.listener,TestFileTypes,testTypes,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dto.CustomDataType.getName; com.akto.dto.pii.PIISource.setId; com.akto.listener.InitializerListener.executePIISourceFetch; com.akto.dto.CustomDataType.validate
akto,com.akto.listener,TestListener,test,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.listener,TestListener,test,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dto.pii.PIISource.getId; com.akto.dao.MCollection.getMCollection; com.akto.dto.pii.PIISource.setId; com.akto.listener.InitializerListener.executePIISourceFetch; com.akto.dto.pii.PIISource.getMapNameToPIIType
akto,com.akto.listener,TestInitializerListener,testChangesInfo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
akto,com.akto.listener,TestInitializerListener,testChangesInfo,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.context.Context.now; com.akto.listener.InitializerListener.getChangesInfo
akto,com.akto.listener,TestInitializerListener,testReadAndSaveBurpPluginVersion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.listener,TestInitializerListener,deleteNullSubCategoryIssues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.listener,TestInitializerListener,deleteNullSubCategoryIssues,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.getMCollection; com.akto.listener.InitializerListener.deleteNullSubCategoryIssues; com.akto.dao.MCollection.findOne
akto,com.akto.listener,TestInitializerListener,testSaveTestEditorYaml,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.listener,TestInitializerListener,testSaveTestEditorYaml,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.listener.InitializerListener.saveTestEditorYaml; com.akto.dao.MCollection.getMCollection
akto,com.akto.listener,TestFintechTypes,testTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
akto,com.akto.listener,TestFintechTypes,testTypes,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dto.CustomDataType.getName; com.akto.dto.pii.PIISource.setId; com.akto.listener.InitializerListener.executePIISourceFetch; com.akto.dto.CustomDataType.validate
akto,com.akto.action.traffic_metrics,TestTrafficMetricsAction,testExecute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeHappy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeHappy,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.CustomDataType.getCreatorId; com.akto.action.CustomDataTypeAction.setCreateNew; com.akto.action.CustomDataTypeAction.setValueOperator; com.akto.dto.data_types.Conditions.getPredicates; com.akto.action.CustomDataTypeAction.execute; com.akto.dto.CustomDataType.getKeyConditions; com.akto.dao.MCollection.getMCollection; com.akto.action.CustomDataTypeAction.getCustomDataType; com.akto.dto.data_types.Conditions.getOperator; com.akto.action.CustomDataTypeAction.setName; com.akto.action.CustomDataTypeAction.setKeyConditionFromUsers; com.akto.dto.CustomDataType.isSensitiveAlways; com.akto.action.CustomDataTypeAction.setKeyOperator; com.akto.action.CustomDataTypeAction.setActive; com.akto.dto.CustomDataType.getName; com.akto.dao.MCollection.findOne; com.akto.dto.CustomDataType.getValueConditions; com.akto.dto.CustomDataType.isActive; com.akto.dto.CustomDataType.getOperator
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeNewInvalidName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomDataTypeAction,testGenerateCustomDataTypeNewInvalidName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.CustomDataTypeAction.execute; com.akto.action.CustomDataTypeAction.getCustomDataType; com.akto.action.CustomDataTypeAction.setName
akto,com.akto.action,TestCustomDataTypeAction,testFetchDataTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomDataTypeAction,testFetchDataTypes,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.User.setId; com.akto.action.CustomDataTypeAction.getDataTypes; com.akto.action.CustomDataTypeAction.fetchDataTypesForSettings; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.dto.User.setName
akto,com.akto.action,TestCustomDataTypeAction,testToggleDataTypeActiveParam,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomDataTypeAction,testToggleDataTypeActiveParam,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.CustomDataTypeAction.toggleDataTypeActiveParam; com.akto.action.CustomDataTypeAction.setActive; com.akto.dao.MCollection.getMCollection; com.akto.action.CustomDataTypeAction.setName; com.akto.action.CustomDataTypeAction.getCustomDataType; com.akto.action.UserAction.setSession; com.akto.dto.CustomDataType.isActive
akto,com.akto.action,TestCustomAuthTypeAction,testFetchCustomAuthTypes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomAuthTypeAction,testFetchCustomAuthTypes,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.CustomAuthTypeAction.getCustomAuthTypes; com.akto.action.CustomAuthTypeAction.fetchCustomAuthTypes; com.akto.dao.MCollection.getMCollection
akto,com.akto.action,TestCustomAuthTypeAction,testAddCustomAuthType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomAuthTypeAction,testAddCustomAuthType,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.CustomAuthTypeAction.getCustomAuthTypes; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.CustomAuthTypeAction.setHeaderKeys; com.akto.action.CustomAuthTypeAction.setPayloadKeys; com.akto.action.CustomAuthTypeAction.setName; com.akto.action.CustomAuthTypeAction.addCustomAuthType; com.akto.action.CustomAuthTypeAction.setActive; com.akto.dto.User.setLogin
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthType,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.User.setId; com.akto.action.CustomAuthTypeAction.getCustomAuthTypes; com.akto.action.CustomAuthTypeAction.updateCustomAuthType; com.akto.dto.CustomAuthType.getActive; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.CustomAuthTypeAction.setHeaderKeys; com.akto.action.CustomAuthTypeAction.setPayloadKeys; com.akto.action.CustomAuthTypeAction.setName; com.akto.action.CustomAuthTypeAction.setActive; com.akto.dto.User.setLogin
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthTypeStatus,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestCustomAuthTypeAction,testUpdateCustomAuthTypeStatus,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.User.setId; com.akto.action.CustomAuthTypeAction.getCustomAuthTypes; com.akto.action.CustomAuthTypeAction.updateCustomAuthTypeStatus; com.akto.dto.CustomAuthType.getActive; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.CustomAuthTypeAction.setName; com.akto.action.CustomAuthTypeAction.setActive; com.akto.dto.User.setLogin
akto,com.akto.action,TestWebhookAction,testFetchCustomWebhooks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestWebhookAction,testFetchCustomWebhooks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.action.WebhookAction.fetchCustomWebhooks; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.dto.User.setLogin
akto,com.akto.action,TestWebhookAction,testFetchLatestWebhookResult,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestWebhookAction,testFetchLatestWebhookResult,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.notifications.CustomWebhookResult.getTimestamp; com.akto.action.WebhookAction.getCustomWebhookResult; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.WebhookAction.setId; com.akto.action.WebhookAction.fetchLatestWebhookResult; com.akto.dto.User.setLogin
akto,com.akto.action,TestWebhookAction,testAddCustomWebhook,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestWebhookAction,testAddCustomWebhook,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.WebhookAction.setHeaderString; com.akto.action.WebhookAction.setQueryParams; com.akto.dao.MCollection.getMCollection; com.akto.action.WebhookAction.setBody; com.akto.action.WebhookAction.setMethod; com.akto.action.WebhookAction.setWebhookName; com.akto.action.WebhookAction.getCustomWebhooks; com.akto.action.WebhookAction.setFrequencyInSeconds; com.akto.action.WebhookAction.setUrl; com.akto.action.UserAction.setSession; com.akto.action.WebhookAction.setActiveStatus; com.akto.dto.User.setLogin; com.akto.action.WebhookAction.addCustomWebhook
akto,com.akto.action,TestWebhookAction,testUpdateCustomWebhook,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestWebhookAction,testUpdateCustomWebhook,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.WebhookAction.setHeaderString; com.akto.action.WebhookAction.setQueryParams; com.akto.dto.notifications.CustomWebhook.getWebhookName; com.akto.dao.MCollection.getMCollection; com.akto.action.WebhookAction.setBody; com.akto.action.WebhookAction.setMethod; com.akto.action.WebhookAction.setWebhookName; com.akto.action.WebhookAction.updateCustomWebhook; com.akto.action.WebhookAction.setId; com.akto.action.WebhookAction.getCustomWebhooks; com.akto.action.WebhookAction.setFrequencyInSeconds; com.akto.action.WebhookAction.setUrl; com.akto.action.UserAction.setSession; com.akto.action.WebhookAction.setActiveStatus; com.akto.dto.User.setLogin
akto,com.akto.action,TestWebhookAction,testDeleteCustomWebhook,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestWebhookAction,testDeleteCustomWebhook,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.WebhookAction.deleteCustomWebhook; com.akto.action.WebhookAction.setId; com.akto.dto.User.setLogin
akto,com.akto.action,TestWebhookAction,testValidURL,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
akto,com.akto.action,TestApiCollectionsAction,fetchAllCollections,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.action,TestApiCollectionsAction,fetchAllCollections,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.getMCollection; com.akto.action.ApiCollectionsAction.fetchAllCollections; com.akto.dto.ApiCollection.getId; com.akto.dto.ApiCollection.getUrlsCount
akto,com.akto.action,TestIgnoreFalsePositivesAction,test,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.action,TestIgnoreFalsePositivesAction,test,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.IgnoreData.setIgnoredKeysInSelectedAPIs; com.akto.dto.AktoDataType.getIgnoreData; com.akto.action.IgnoreFalsePositivesAction.setFalsePositivesInSensitiveData; com.akto.dto.IgnoreData.getIgnoredKeysInAllAPIs; com.akto.dao.MCollection.getMCollection; com.akto.dto.IgnoreData.getIgnoredKeysInSelectedAPIs; com.akto.dto.IgnoreData.setIgnoredKeysInAllAPIs; com.akto.action.IgnoreFalsePositivesAction.setFalsePositives
akto,com.akto.action,TestSignupAction,testValidatePassword,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
akto,com.akto.action,TestSwaggerData,happy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestSwaggerData,testRetrievePath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.action,TestParamStateAction,testFetchParamsStatus,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action,TestParamStateAction,testFetchParamsStatus,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.ParamStateAction.getPrivateSingleTypeInfo; com.akto.dao.MCollection.getMCollection; com.akto.action.ParamStateAction.fetchParamsStatus
akto,com.akto.action.observe,TestInventoryAction,testFetchEndpointsBasedOnHostName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
akto,com.akto.action.observe,TestInventoryAction,testFetchEndpointsBasedOnHostName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.ApiCollection.getHostName; com.akto.dao.MCollection.getMCollection; com.akto.action.observe.InventoryAction.fetchEndpointsBasedOnHostName; com.akto.action.observe.InventoryAction.getEndpoints; com.akto.action.observe.InventoryAction.setHostName
akto,com.akto.action.testing,TestStartTestAction,testStopAllTests,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.action.testing,TestStartTestAction,testStopAllTests,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dao.context.Context.now; com.akto.dao.MCollection.getMCollection; com.akto.dto.testing.TestingRun.getId; com.akto.action.testing.StartTestAction.stopAllTests
akto,com.akto.action.testing,TestStartTestAction,testFetchTestingRunResultSummaries,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.action.testing,TestStartTestAction,testFetchTestingRunResultSummaries,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.getMCollection; com.akto.action.testing.StartTestAction.getTestingRunResultSummaries; com.akto.dto.testing.TestingRunResultSummary.getStartTimestamp; com.akto.action.testing.StartTestAction.setTestingRunHexId; com.akto.action.testing.StartTestAction.fetchTestingRunResultSummaries; com.akto.dto.testing.TestingRun.setId
akto,com.akto.action.testing,TestStartTestAction,testStartTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.action.testing,TestStartTestAction,testStartTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.dao.context.Context.now; com.akto.action.testing.StartTestAction.startTest; com.akto.dao.MCollection.getMCollection; com.akto.action.UserAction.setSession; com.akto.action.testing.StartTestAction.setTestingRunHexId; com.akto.dto.testing.TestingRun.getHexId
akto,com.akto.action.testing,TestRolesActionTest,testRoleCreationFlow,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.action.testing,TestRolesActionTest,testRoleCreationFlow,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.action.testing.TestRolesAction.setRoleName; com.akto.action.testing.TestRolesAction.getTestRoles; com.akto.dto.testing.TestRoles.getName; com.akto.action.UserAction.setSession; com.akto.action.testing.TestRolesAction.setOrConditions; com.akto.action.testing.TestRolesAction.setAndConditions; com.akto.action.testing.TestRolesAction.createTestRole; com.akto.action.testing.TestRolesAction.getSelectedRole; com.akto.action.testing.TestRolesAction.fetchAllRolesAndLogicalGroups; com.akto.action.testing.TestRolesAction.updateTestRoles; com.akto.dto.User.setLogin
akto,com.akto.action.testing,TestRolesActionTest,testRoleCreationFlow,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
akto,com.akto.testing,TestExecutorTest,testFindHost,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
akto,com.akto.testing,ApiWorkflowExecutorTest,testExecuteCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
akto,com.akto.testing,ApiWorkflowExecutorTest,testPopulateValuesMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
akto,com.akto.testing,ApiWorkflowExecutorTest,testBuildHttpRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.testing,ApiWorkflowExecutorTest,testBuildHttpRequest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.OriginalHttpRequest.getQueryParams; com.akto.dto.OriginalHttpRequest.getBody; com.akto.testing.ApiWorkflowExecutor.buildHttpRequest; com.akto.dto.OriginalHttpRequest.getHeaders; com.akto.dto.OriginalHttpRequest.getUrl
akto,com.akto.testing,ApiWorkflowExecutorTest,testValidateTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.testing,ApiWorkflowExecutorTest,testReplaceVariables,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
akto,com.akto.testing,ApiWorkflowExecutorTest,testProcessOtpNodeData,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.testing,ApiWorkflowExecutorTest,testProcessOtpNodeData,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.context.Context.now; com.akto.testing.ApiWorkflowExecutor.processOtpNode; com.akto.dao.MCollection.updateOne
akto,com.akto.testing,ApiExecutorTest,testMakeUrlAbsolute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
akto,com.akto.testing,StatusCodeAnalyserTest,testPotentialStatusCodeKeys,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.testing,StatusCodeAnalyserTest,testGetStatusCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.rules,TestFuzzingTest,testDownloadLinksPathTraversalFull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.rules,TestFuzzingTest,testReadMetaData,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.rules,TestTestPlugin,testIsStatusGood,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.rules,TestTestPlugin,testCompareWithOriginalResponse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
akto,com.akto.rules,TestTestPlugin,testGetExcludedKeys,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.rules,TestTestPlugin,testGetExcludedKeys,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
akto,com.akto.rules,TestTestPlugin,testGetExcludedKeysOrderChanged,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.rules,TestTestPlugin,testGetExcludedKeysOrderChanged,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
akto,com.akto.rules,TestTestPlugin,testModifyJwtHeaderToNoneAlgo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
akto,com.akto.rules,TestTestPlugin,testFindUndocumentedMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
akto,com.akto.rules,TestTestPlugin,testOverrideAppUrl,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
akto,com.akto.parsers,TrafficMetricsUpdateTest,testSyncTrafficMetricsWithDB,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
akto,com.akto.parsers,TrafficMetricsUpdateTest,testSyncTrafficMetricsWithDB,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dao.MCollection.findAll; com.akto.parsers.HttpCallParser.syncTrafficMetricsWithDB; com.akto.dto.traffic_metrics.TrafficMetrics.getCountMap; com.akto.dto.traffic_metrics.TrafficMetrics.getId; com.akto.dao.MCollection.getMCollection
akto,com.akto.parsers,TestDump2,testHappyPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
akto,com.akto.parsers,TestDump2,testHappyPath,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.runtime.APICatalogSync.getDBUpdatesForParams; com.akto.runtime.URLAggregator.addURL; com.akto.runtime.APICatalogSync.computeDelta; com.akto.runtime.APICatalogSync.getDelta; com.akto.runtime.APICatalogSync.getDBUpdatesForTraffic; com.akto.parsers.HttpCallParser.parseKafkaMessage; com.akto.runtime.APICatalogSync.getDBUpdatesForSampleData; com.akto.runtime.APICatalogSync.getDbState
akto,com.akto.parsers,TestDump2,testHappyPath,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
akto,com.akto.parsers,TestDump2,simpleTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
akto,com.akto.parsers,TestDump2,simpleTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.runtime.APICatalogSync.getDBUpdatesForParams; com.akto.runtime.APICatalogSync.getDelta; com.akto.runtime.APICatalogSync.getDbState
akto,com.akto.parsers,TestDump2,getParamsTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
akto,com.akto.parsers,TestDump2,getParamsTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.HttpResponseParams.getRequestParams; com.akto.runtime.URLAggregator.addURL; com.akto.runtime.APICatalogSync.computeDelta; com.akto.runtime.APICatalogSync.getDelta; com.akto.runtime.APICatalogSync.getDBUpdatesForTraffic; com.akto.dto.type.RequestTemplate.getParameters; com.akto.dto.type.APICatalog.getStrictURLToMethods; com.akto.dto.type.URLStatic.getUrl; com.akto.dto.type.RequestTemplate.getUserIds
akto,com.akto.parsers,TestDump2,urlsTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
akto,com.akto.parsers,TestDump2,urlsTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.HttpResponseParams.getRequestParams; com.akto.dto.HttpRequestParams.getURL; com.akto.runtime.URLAggregator.addURL; com.akto.runtime.APICatalogSync.computeDelta; com.akto.dto.type.RequestTemplate.getResponseTemplates; com.akto.dto.HttpRequestParams.getMethod; com.akto.runtime.APICatalogSync.getDelta; com.akto.runtime.APICatalogSync.getDBUpdatesForTraffic; com.akto.dto.type.RequestTemplate.getParameters; com.akto.dto.type.APICatalog.getStrictURLToMethods; com.akto.dto.type.RequestTemplate.getUserIds
akto,com.akto.parsers,TestDump2,testParameterizedURLsTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
akto,com.akto.parsers,TestDump2,testParameterizedURLsTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.akto.dto.HttpRequestParams.getHeaders; com.akto.runtime.URLAggregator.addURL; com.akto.dto.type.APICatalog.getTemplateURLToMethods; com.akto.runtime.APICatalogSync.computeDelta; com.akto.dto.type.RequestTemplate.getResponseTemplates; com.akto.runtime.APICatalogSync.getDelta; com.akto.runtime.APICatalogSync.getDBUpdatesForTraffic; com.akto.dto.type.URLTemplate.getTemplateString; com.akto.dto.type.RequestTemplate.getParameters; com.akto.dto.type.RequestTemplate.getUserIds
akto,com.akto.parsers,TestDump2,repetitiveKeyTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
