Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
akto,com.akto.dto,OriginalHttpRequest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gson; mapper; url; type; queryParams; method; body; headers; JSON_CONTENT_TYPE,
akto,com.akto.dto,OriginalHttpRequest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods,
akto,com.akto.dto,PendingInviteCode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; inviteCode; INVITE_CODE; issuer; inviteeEmailId; expiry,
akto,com.akto.dto,RBAC,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; userId; USER_ID; role; ROLE,
akto,com.akto.dto,RBAC.Role,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto,RBAC.Role,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,User,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; login; id; refreshTokens; LAST_LOGIN_TS; lastLoginTs; accounts; signupInfoMap,
akto,com.akto.dto,Attempt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,Attempt.AttemptResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto,Attempt.AttemptResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,Attempt.Success,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,Attempt.Success,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: requestHeaders; requestBody; responseHeaders; responseBody; errorCode; timeTakenInMillis,
akto,com.akto.dto,Attempt.Err,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: errorMessage
akto,com.akto.dto,Attempt.Err,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,Attempt.Status,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto,Attempt.Status,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,CustomDataType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; NAME; name; SENSITIVE_ALWAYS; sensitiveAlways; SENSITIVE_POSITION; sensitivePosition; creatorId; TIMESTAMP; timestamp; ACTIVE; active; KEY_CONDITIONS; keyConditions; VALUE_CONDITIONS; valueConditions; OPERATOR; operator; IGNORE_DATA; ignoreData,
akto,com.akto.dto,CustomDataType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CustomDataType; SingleTypeInfo,
akto,com.akto.dto,CustomDataType,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods,
akto,com.akto.dto,ApiCollection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; NAME; name; startTs; urls; hostName; HOST_NAME; vxlanId; urlsCount; VXLAN_ID; useHost,
akto,com.akto.dto,ApiInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; ALL_AUTH_TYPES_FOUND; allAuthTypesFound; actualAuthType; API_ACCESS_TYPES; apiAccessTypes; VIOLATIONS; violations; LAST_SEEN; lastSeen; API_COLLECTION_ID; apiCollectionId; URL; url; METHOD; method,
akto,com.akto.dto,ApiInfo,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods,
akto,com.akto.dto,ApiInfo.AuthType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto,ApiInfo.AuthType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,ApiInfo.ApiAccessType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto,ApiInfo.ApiAccessType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,ApiInfo.ApiInfoKey,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto,ApiInfo.ApiInfoKey,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: API_COLLECTION_ID; apiCollectionId; URL; url; METHOD; method,
akto,com.akto.dto,ApiInfo.ApiInfoKey,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: API_COLLECTION_ID; apiCollectionId; URL; url; METHOD; method,
akto,com.akto.dto.type,KeyTypes,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: creditCardValidator; ipAddressValidator; patternToSubType; occurrences; isSensitive,
akto,com.akto.dto.type,RequestTemplate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: lastKnownParamMapSize; paramNames; logger; parameters; allParams; headers; urlParams; responseTemplates; userIds; trafficRecorder; keyTrie; mergeTimestamp; insertTime; processTime; deleteTime; instance,
akto,com.akto.dto.type,RequestTemplate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 35 public methods,
akto,com.akto.dto.type,RequestTemplate.AllParams,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: lastKnownParamMapSize; paramNames
akto,com.akto.dto.type,RequestTemplate.AllParams,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,RequestTemplate.MergeTrieKeyFunc,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: instance
akto,com.akto.dto.type,RequestTemplate.MergeTrieKeyFunc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,RequestTemplate.MergeTrieKeyFunc,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dto.type,URLMethods.Method,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: valuesArray
akto,com.akto.dto.type,URLMethods.Method,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,SingleTypeInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; scheduler; activeCustomAuthTypes; TRUE; FALSE; INTEGER_32; INTEGER_64; FLOAT; NULL; OTHER; EMAIL; URL; ADDRESS; SSN; CREDIT_CARD; PHONE_NUMBER; UUID; GENERIC; DICT; JWT; IP_ADDRESS; name; sensitiveAlways; superType; swaggerSchemaClass; sensitivePosition; url; method; responseCode; isHeader; param; subType; apiCollectionId; subTypeString; isUrlParam; _URL; url; _METHOD; method; _RESPONSE_CODE; responseCode; _IS_HEADER; isHeader; _PARAM; param; SUB_TYPE; subType; SUBTYPE_STRING; subTypeString; _EXAMPLES; examples; _USER_IDS; userIds; _COUNT; count; _TIMESTAMP; timestamp; _DURATION; duration; _API_COLLECTION_ID; COLLECTION_NAME; apiCollectionId; _SENSITIVE; sensitive; _IS_URL_PARAM; isUrlParam; _VALUES; VALUES_LIMIT; values; _DOMAIN; domain; MIN_VALUE; ACCEPTED_MAX_VALUE; minValue; MAX_VALUE; ACCEPTED_MIN_VALUE; maxValue; LAST_SEEN; lastSeen; isPrivate; value; _UNIQUE_COUNT; uniqueCount; _PUBLIC_COUNT; publicCount; THRESHOLD; subTypeMap; customDataTypeMap; customDataTypesSortedBySensitivity; aktoDataTypeMap,
akto,com.akto.dto.type,SingleTypeInfo,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CustomDataType; SingleTypeInfo,
akto,com.akto.dto.type,SingleTypeInfo,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 67 public methods,
akto,com.akto.dto.type,SingleTypeInfo.SuperType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.type,SingleTypeInfo.SuperType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,SingleTypeInfo.Position,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.type,SingleTypeInfo.Position,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,SingleTypeInfo.SubType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; sensitiveAlways; superType; swaggerSchemaClass; sensitivePosition
akto,com.akto.dto.type,SingleTypeInfo.SubType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,SingleTypeInfo.SubType,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; sensitiveAlways; superType; swaggerSchemaClass; sensitivePosition,
akto,com.akto.dto.type,SingleTypeInfo.ParamId,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,SingleTypeInfo.ParamId,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: url; method; responseCode; isHeader; param; subType; apiCollectionId; subTypeString; isUrlParam,
akto,com.akto.dto.type,SingleTypeInfo.Domain,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.type,SingleTypeInfo.Domain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.type,URLTemplate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods,
akto,com.akto.dto.data_types,Predicate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: type; VALUE; TYPE,
akto,com.akto.dto.data_types,Predicate,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: StartsWithPredicate,
akto,com.akto.dto.data_types,Predicate.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.data_types,Predicate.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.data_types,Conditions.Operator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.data_types,Conditions.Operator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,WorkflowNodeDetails,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods,
akto,com.akto.dto.testing,WorkflowNodeDetails.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,WorkflowNodeDetails.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestingEndpoints.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,TestingEndpoints.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GenericTestResult,
akto,com.akto.dto.testing,TestResult.Confidence,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,TestResult.Confidence,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestResult.TestError,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: message
akto,com.akto.dto.testing,TestResult.TestError,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestingRunResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; hexId; TEST_RUN_ID; testRunId; API_INFO_KEY; apiInfoKey; TEST_SUPER_TYPE; testSuperType; TEST_SUB_TYPE; testSubType; TEST_RESULTS; testResults; VULNERABLE; vulnerable; SINGLE_TYPE_INFOS; singleTypeInfos; CONFIDENCE_PERCENTAGE; confidencePercentage; START_TIMESTAMP; startTimestamp; END_TIMESTAMP; endTimestamp; TEST_RUN_RESULT_SUMMARY_ID; testRunResultSummaryId,
akto,com.akto.dto.testing,TestingRunResult,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods,
akto,com.akto.dto.testing,TestRoles,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; NAME; name; endpointLogicalGroupId; authMechanism; endpointLogicalGroup; createdBy; createdTs; LAST_UPDATED_TS; lastUpdatedTs,
akto,com.akto.dto.testing,TestSuite,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; description; tests
akto,com.akto.dto.testing,TestSuite,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; description; tests,
akto,com.akto.dto.testing,EndpointLogicalGroup,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: GROUP_NAME_SUFFIX; id; createdTs; updatedTs; createdBy; groupName; testingEndpoints; GROUP_NAME,
akto,com.akto.dto.testing,LoginVerificationCodeData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,HardcodedAuthParam,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,WorkflowTestResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; workflowTestId; _TEST_RUN_ID; testRunId; TESTING_RUN_RESULT_SUMMARY_ID; testingRunResultSummaryId; nodeResultMap; message; vulnerable; errors,
akto,com.akto.dto.testing,WorkflowTestResult.NodeResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: message; vulnerable; errors
akto,com.akto.dto.testing,WorkflowTestResult.NodeResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,LoginRequestAuthParam,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,RequestData,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods,
akto,com.akto.dto.testing,TestingRun,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; SCHEDULE_TIMESTAMP; scheduleTimestamp; PICKED_UP_TIMESTAMP; pickedUpTimestamp; END_TIMESTAMP; endTimestamp; STATE; state; userEmail; _TESTING_ENDPOINTS; testingEndpoints; testIdConfig; periodInSeconds; testRunTime; maxConcurrentRequests; triggeredBy; hexId; testingRunConfig; name,
akto,com.akto.dto.testing,TestingRun,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods,
akto,com.akto.dto.testing,TestingRun.State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,TestingRun.State,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,WorkflowTestingEndpoints,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: _WORK_FLOW_TEST; workflowTest,
akto,com.akto.dto.testing,AuthParamData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,WorkflowTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods,
akto,com.akto.dto.testing,WorkflowTest.State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,WorkflowTest.State,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,AuthParam.Location,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.testing,AuthParam.Location,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestingRunResultSummary,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID; START_TIMESTAMP; END_TIMESTAMP; COUNT_ISSUES; TOTAL_APIS; TESTING_RUN_ID; STATE; TEST_RESULTS_COUNT; id; startTimestamp; endTimestamp; countIssues; totalApis; testingRunId; testingRunHexId; state; testResultsCount; hexId; metadata,
akto,com.akto.dto.testing,TestingRunResultSummary,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods,
akto,com.akto.dto.testing,TestingSchedule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.testing,TestingSchedule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: authorEmail; creationTimestamp; lastEditorEmail; lastUpdateTimestamp; id; START_TIMESTAMP; startTimestamp; recurring; sampleTestingRun,
akto,com.akto.dto.testing,TestingSchedule,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods,
akto,com.akto.dto.runtime_filters,RuntimeFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; NAME; name; customFilterList; customFiltersOperator; useCase; customFieldName; OPEN_ENDPOINTS_FILTER; API_ACCESS_TYPE_FILTER,
akto,com.akto.dto.runtime_filters,RuntimeFilter.UseCase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.runtime_filters,RuntimeFilter.UseCase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.dto.runtime_filters,RuntimeFilter.Operator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.dto.runtime_filters,RuntimeFilter.Operator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto,DaoInit,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: init,
akto,com.akto,MongoBasedTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto,MongoBasedTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ACCOUNT_ID; mongodExe; mongod,
akto,com.akto,TestGraphQLUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gson; harString,
akto,com.akto,InstanceDetails,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto,InstanceDetails,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instanceIp; instance; httpclient,
akto,com.akto.dao.traffic_metrics,TrafficMetricsDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance; ID,
akto,com.akto.dao.traffic_metrics,TrafficMetricsDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.notifications,CustomWebhooksResultDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.notifications,CustomWebhooksResultDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.notifications,SlackWebhooksDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.notifications,SlackWebhooksDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.notifications,CustomWebhooksDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.notifications,CustomWebhooksDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.pii,PIISourceDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.pii,PIISourceDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.demo,VulnerableRequestForTemplateDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: apiVsTemplateMap; instance,
akto,com.akto.dao.demo,VulnerableRequestForTemplateDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,TestingRunResultDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,TestingRunResultDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,WorkflowTestsDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,WorkflowTestsDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,WorkflowTestResultsDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,WorkflowTestResultsDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,TestingRunConfigDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,TestingRunConfigDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,EndpointLogicalGroupDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,EndpointLogicalGroupDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
akto,com.akto.dao.testing,TestingRunResultSummariesDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance,
akto,com.akto.dao.testing,TestingRunResultSummariesDao,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AccountsContextDao,
