Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akto,com.akto.dto,TestEnvSettings,getId,3,1,0,36,0,,
akto,com.akto.dto,TestEnvSettings,setId,3,1,1,40,0,,
akto,com.akto.dto,TestEnvSettings,getLogLevel,3,1,0,44,0,,
akto,com.akto.dto,TestEnvSettings,setLogLevel,3,1,1,48,0,,
akto,com.akto.dto,TestEnvSettings,getAuthProtocolSettings,3,1,0,52,0,,
akto,com.akto.dto,TestEnvSettings,setAuthProtocolSettings,3,1,1,56,0,,
akto,com.akto.dto,TestEnvSettings,getMaxRequestsPerSec,3,1,0,60,0,,
akto,com.akto.dto,TestEnvSettings,setMaxRequestsPerSec,3,1,1,64,0,,
akto,com.akto.dto,TestEnvSettings,getMaxResponseTime,3,1,0,68,0,,
akto,com.akto.dto,TestEnvSettings,setMaxResponseTime,3,1,1,72,0,,
akto,com.akto.dto,TestEnvSettings,getContentId,3,1,0,76,0,,
akto,com.akto.dto,TestEnvSettings,setContentId,3,1,1,80,0,,
akto,com.akto.dto,Relationship,Relationship,6,1,4,15,0,,
akto,com.akto.dto,Relationship,Relationship,2,1,0,22,0,,
akto,com.akto.dto,Relationship,hashCode,3,1,0,103,0,,
akto,com.akto.dto,Relationship,equals,8,3,1,108,0,,
akto,com.akto.dto,Relationship,getParent,3,1,0,119,0,,
akto,com.akto.dto,Relationship,setParent,3,1,1,123,0,,
akto,com.akto.dto,Relationship,getChild,3,1,0,127,0,,
akto,com.akto.dto,Relationship,setChild,3,1,1,131,0,,
akto,com.akto.dto,Relationship,getUserIds,3,1,0,135,0,,
akto,com.akto.dto,Relationship,setUserIds,3,1,1,139,0,,
akto,com.akto.dto,Relationship,getCountMap,3,1,0,143,0,,
akto,com.akto.dto,Relationship,setCountMap,3,1,1,147,0,,
akto,com.akto.dto,APISpec,APISpec,2,1,0,14,0,,
akto,com.akto.dto,APISpec,APISpec,7,1,5,17,0,,
akto,com.akto.dto,APISpec,getType,3,1,0,25,0,,
akto,com.akto.dto,APISpec,setType,3,1,1,29,0,,
akto,com.akto.dto,APISpec,getUserId,3,1,0,33,0,,
akto,com.akto.dto,APISpec,setUserId,3,1,1,37,0,,
akto,com.akto.dto,APISpec,getFilename,3,1,0,41,0,,
akto,com.akto.dto,APISpec,setFilename,3,1,1,45,0,,
akto,com.akto.dto,APISpec,getContent,3,1,0,49,0,,
akto,com.akto.dto,APISpec,setContent,3,1,1,53,0,,
akto,com.akto.dto,APISpec,getApiCollectionId,3,1,0,57,0,,
akto,com.akto.dto,APISpec,setApiCollectionId,3,1,1,61,0,,
akto,com.akto.dto,PercentageMatchRequest,PercentageMatchRequest,4,1,2,10,0,,
akto,com.akto.dto,PercentageMatchRequest,PercentageMatchRequest,2,1,0,15,0,,
akto,com.akto.dto,PercentageMatchRequest,getResponse,3,1,0,17,0,,
akto,com.akto.dto,PercentageMatchRequest,setResponse,3,1,1,21,0,,
akto,com.akto.dto,PercentageMatchRequest,getExcludedKeys,3,1,0,25,0,,
akto,com.akto.dto,PercentageMatchRequest,setExcludedKeys,3,1,1,29,0,,
akto,com.akto.dto,SignupInfo,getKey,3,1,0,16,0,,
akto,com.akto.dto,SignupInfo,setKey,3,1,1,20,0,,
akto,com.akto.dto,SignupInfo,getConfigType,3,1,0,24,0,,
akto,com.akto.dto,SignupInfo,setConfigType,3,1,1,28,0,,
akto,com.akto.dto,SignupInfo,getTimestamp,3,1,0,32,0,,
akto,com.akto.dto,SignupInfo,setTimestamp,3,1,1,36,0,,
akto,com.akto.dto,BurpPluginInfo,BurpPluginInfo,2,1,0,16,0,,
akto,com.akto.dto,BurpPluginInfo,BurpPluginInfo,6,1,4,20,0,,
akto,com.akto.dto,BurpPluginInfo,getUsername,3,1,0,27,0,,
akto,com.akto.dto,BurpPluginInfo,setUsername,3,1,1,31,0,,
akto,com.akto.dto,BurpPluginInfo,getLastBootupTimestamp,3,1,0,35,0,,
akto,com.akto.dto,BurpPluginInfo,setLastBootupTimestamp,3,1,1,39,0,,
akto,com.akto.dto,BurpPluginInfo,getLastDataSentTimestamp,3,1,0,43,0,,
akto,com.akto.dto,BurpPluginInfo,setLastDataSentTimestamp,3,1,1,47,0,,
akto,com.akto.dto,BurpPluginInfo,getVersion,3,1,0,51,0,,
akto,com.akto.dto,BurpPluginInfo,setVersion,3,1,1,55,0,,
akto,com.akto.dto,Markov,Markov,6,1,4,14,0,,
akto,com.akto.dto,Markov,Markov,2,1,0,21,0,,
akto,com.akto.dto,Markov,getTotalCount,7,2,0,24,0,,
akto,com.akto.dto,Markov,increaseCount,6,1,2,32,0,,
akto,com.akto.dto,Markov,getCurrent,3,1,0,84,0,,
akto,com.akto.dto,Markov,setCurrent,3,1,1,88,0,,
akto,com.akto.dto,Markov,getNext,3,1,0,92,0,,
akto,com.akto.dto,Markov,setNext,3,1,1,96,0,,
akto,com.akto.dto,Markov,getCountMap,3,1,0,100,0,,
akto,com.akto.dto,Markov,setCountMap,3,1,1,104,0,,
akto,com.akto.dto,Markov,getUserIds,3,1,0,108,0,,
akto,com.akto.dto,Markov,setUserIds,3,1,1,112,0,,
akto,com.akto.dto,Markov,equals,8,3,1,116,0,,
akto,com.akto.dto,Markov,hashCode,3,1,0,127,0,,
akto,com.akto.dto,APIConfig,APIConfig,7,1,5,11,0,,
akto,com.akto.dto,APIConfig,APIConfig,2,1,0,19,0,,
akto,com.akto.dto,APIConfig,getUserIdentifier,3,1,0,22,0,,
akto,com.akto.dto,APIConfig,setUserIdentifier,3,1,1,26,0,,
akto,com.akto.dto,APIConfig,getThreshold,3,1,0,30,0,,
akto,com.akto.dto,APIConfig,setThreshold,3,1,1,34,0,,
akto,com.akto.dto,APIConfig,getSync_threshold_count,3,1,0,38,0,,
akto,com.akto.dto,APIConfig,setSync_threshold_count,3,1,1,42,0,,
akto,com.akto.dto,APIConfig,getSync_threshold_time,3,1,0,46,0,,
akto,com.akto.dto,APIConfig,setSync_threshold_time,3,1,1,50,0,,
akto,com.akto.dto,APIConfig,getName,3,1,0,54,0,,
akto,com.akto.dto,APIConfig,setName,3,1,1,58,0,,
akto,com.akto.dto,SampleRequestReplayResponse,SampleRequestReplayResponse,4,1,2,12,0,,
akto,com.akto.dto,SampleRequestReplayResponse,SampleRequestReplayResponse,2,1,0,17,0,,
akto,com.akto.dto,SampleRequestReplayResponse,getReplayedResponses,3,1,0,19,0,,
akto,com.akto.dto,SampleRequestReplayResponse,setReplayedResponses,3,1,1,23,0,,
akto,com.akto.dto,SampleRequestReplayResponse,getReplayedResponseMap,3,1,0,27,0,,
akto,com.akto.dto,SampleRequestReplayResponse,setReplayedResponseMap,3,1,1,31,0,,
akto,com.akto.dto,HttpResponseParams,HttpResponseParams,2,1,0,27,0,,
akto,com.akto.dto,HttpResponseParams,HttpResponseParams,14,1,12,29,0,,
akto,com.akto.dto,HttpResponseParams,validHttpResponseCode,3,1,1,46,0,,
akto,com.akto.dto,HttpResponseParams,copy,3,1,0,50,0,com.akto.dto.HttpRequestParams,com.akto.dto.HttpRequestParams
akto,com.akto.dto,HttpResponseParams,getPayload,3,1,0,67,0,,
akto,com.akto.dto,HttpResponseParams,setPayload,3,1,1,71,0,,
akto,com.akto.dto,HttpResponseParams,getRequestParams,3,1,0,75,0,,
akto,com.akto.dto,HttpResponseParams,getStatusCode,3,1,0,79,0,,
akto,com.akto.dto,HttpResponseParams,getHeaders,3,1,0,83,0,,
akto,com.akto.dto,HttpResponseParams,getTime,3,1,0,87,0,,
akto,com.akto.dto,HttpResponseParams,getAccountId,3,1,0,91,0,,
akto,com.akto.dto,HttpResponseParams,getIsPending,3,1,0,95,0,,
akto,com.akto.dto,HttpResponseParams,setIsPending,3,1,1,99,0,,
akto,com.akto.dto,HttpResponseParams,getSource,3,1,0,103,0,,
akto,com.akto.dto,HttpResponseParams,setSource,3,1,1,107,0,,
akto,com.akto.dto,HttpResponseParams,getOrig,3,1,0,111,0,,
akto,com.akto.dto,HttpResponseParams,setOrig,3,1,1,115,0,,
akto,com.akto.dto,HttpResponseParams,getSourceIP,3,1,0,119,0,,
akto,com.akto.dto,HttpResponseParams,setSourceIP,3,1,1,123,0,,
akto,com.akto.dto,AktoDataType,AktoDataType,2,1,0,14,0,,
akto,com.akto.dto,AktoDataType,AktoDataType,6,1,5,16,0,,
akto,com.akto.dto,AktoDataType,getName,3,1,0,22,0,,
akto,com.akto.dto,AktoDataType,setName,3,1,1,25,0,,
akto,com.akto.dto,AktoDataType,isSensitiveAlways,3,1,0,28,0,,
akto,com.akto.dto,AktoDataType,getSensitiveAlways,3,1,0,31,0,,
akto,com.akto.dto,AktoDataType,setSensitiveAlways,3,1,1,34,0,,
akto,com.akto.dto,AktoDataType,getSensitivePosition,3,1,0,37,0,,
akto,com.akto.dto,AktoDataType,setSensitivePosition,3,1,1,40,0,,
akto,com.akto.dto,AktoDataType,getTimestamp,3,1,0,43,0,,
akto,com.akto.dto,AktoDataType,setTimestamp,3,1,1,46,0,,
akto,com.akto.dto,AktoDataType,getIgnoreData,3,1,0,49,0,,
akto,com.akto.dto,AktoDataType,setIgnoreData,3,1,1,52,0,,
akto,com.akto.dto,HttpRequestParams,HttpRequestParams,2,1,0,20,0,,
akto,com.akto.dto,HttpRequestParams,HttpRequestParams,8,1,6,22,0,,
akto,com.akto.dto,HttpRequestParams,copy,3,1,0,32,0,,
akto,com.akto.dto,HttpRequestParams,parseRequest,42,7,1,36,0,com.akto.dto.HttpRequestParams,com.akto.dto.HttpRequestParams
akto,com.akto.dto,HttpRequestParams,getHeaders,3,1,0,86,0,,
akto,com.akto.dto,HttpRequestParams,setHeaders,3,1,1,90,0,,
akto,com.akto.dto,HttpRequestParams,getPayload,3,1,0,94,0,,
akto,com.akto.dto,HttpRequestParams,setPayload,3,1,1,98,0,,
akto,com.akto.dto,HttpRequestParams,getURL,3,1,0,102,0,,
akto,com.akto.dto,HttpRequestParams,setUrl,3,1,1,106,0,,
akto,com.akto.dto,HttpRequestParams,getMethod,3,1,0,110,0,,
akto,com.akto.dto,HttpRequestParams,getApiCollectionId,3,1,0,114,0,,
akto,com.akto.dto,HttpRequestParams,setApiCollectionId,3,1,1,118,0,,
akto,com.akto.dto,TestRun,TestRun,2,1,0,22,0,,
akto,com.akto.dto,TestRun,TestRun,7,1,3,25,0,com.akto.dao.context.Context,com.akto.dao.context.Context
akto,com.akto.dto,TestRun,getId,3,1,0,33,0,,
akto,com.akto.dto,TestRun,setId,3,1,1,37,0,,
akto,com.akto.dto,TestRun,getApiSpecId,3,1,0,41,0,,
akto,com.akto.dto,TestRun,setApiSpecId,3,1,1,45,0,,
akto,com.akto.dto,TestRun,getTestEnvSettingsId,3,1,0,49,0,,
akto,com.akto.dto,TestRun,setTestEnvSettingsId,3,1,1,53,0,,
akto,com.akto.dto,TestRun,getAttempts,3,1,0,57,0,,
akto,com.akto.dto,TestRun,setAttempts,3,1,1,61,0,,
akto,com.akto.dto,TestRun,getTestRunStatus,3,1,0,65,0,,
akto,com.akto.dto,TestRun,setTestRunStatus,3,1,1,69,0,,
akto,com.akto.dto,TestRun,toString,3,1,0,73,0,com.akto.dto.TestRun,com.akto.dto.TestRun
akto,com.akto.dto,AwsResource,AwsResource,2,1,0,8,0,,
akto,com.akto.dto,AwsResource,AwsResource,4,1,2,11,0,,
akto,com.akto.dto,AwsResource,setResourceName,3,1,1,17,0,,
akto,com.akto.dto,AwsResource,getResourceName,3,1,0,21,0,,
akto,com.akto.dto,AwsResource,setResourceId,3,1,1,25,0,,
akto,com.akto.dto,AwsResource,getResourceId,3,1,0,29,0,,
akto,com.akto.dto,CustomAuthType,CustomAuthType,2,1,0,20,0,,
akto,com.akto.dto,CustomAuthType,CustomAuthType,8,1,5,22,0,com.akto.dao.context.Context,com.akto.dao.context.Context
akto,com.akto.dto,CustomAuthType,getName,3,1,0,30,0,,
akto,com.akto.dto,CustomAuthType,setName,3,1,1,33,0,,
akto,com.akto.dto,CustomAuthType,getHeaderKeys,3,1,0,36,0,,
akto,com.akto.dto,CustomAuthType,setHeaderKeys,3,1,1,39,0,,
akto,com.akto.dto,CustomAuthType,getPayloadKeys,3,1,0,42,0,,
akto,com.akto.dto,CustomAuthType,setPayloadKeys,3,1,1,45,0,,
akto,com.akto.dto,CustomAuthType,isActive,3,1,0,48,0,,
akto,com.akto.dto,CustomAuthType,getActive,3,1,0,51,0,,
akto,com.akto.dto,CustomAuthType,setActive,3,1,1,54,0,,
akto,com.akto.dto,CustomAuthType,generateName,3,1,0,57,0,,
akto,com.akto.dto,CustomAuthType,getCreatorId,3,1,0,60,0,,
akto,com.akto.dto,CustomAuthType,setCreatorId,3,1,1,63,0,,
akto,com.akto.dto,CustomAuthType,getTimestamp,3,1,0,66,0,,
akto,com.akto.dto,CustomAuthType,setTimestamp,3,1,1,69,0,,
akto,com.akto.dto,CustomAuthType,getId,3,1,0,72,0,,
akto,com.akto.dto,CustomAuthType,setId,3,1,1,75,0,,
akto,com.akto.dto,Config,getConfigType,3,1,0,7,0,,
akto,com.akto.dto,Config,setConfigType,3,1,1,11,0,,
akto,com.akto.dto,Config,getId,3,1,0,15,0,,
akto,com.akto.dto,Config,setId,3,1,1,19,0,,
akto,com.akto.dto,Scan,Scan,2,1,0,19,0,,
akto,com.akto.dto,Scan,Scan,7,1,5,22,0,,
akto,com.akto.dto,Scan,getId,3,1,0,30,0,,
akto,com.akto.dto,Scan,setId,3,1,1,34,0,,
akto,com.akto.dto,Scan,getTestEvnSettingsId,3,1,0,38,0,,
akto,com.akto.dto,Scan,setTestEvnSettingsId,3,1,1,42,0,,
akto,com.akto.dto,Scan,getStartTimestamp,3,1,0,46,0,,
akto,com.akto.dto,Scan,setStartTimestamp,3,1,1,50,0,,
akto,com.akto.dto,Scan,getEndTimestamp,3,1,0,54,0,,
akto,com.akto.dto,Scan,setEndTimestamp,3,1,1,58,0,,
akto,com.akto.dto,Scan,getAttempts,3,1,0,62,0,,
akto,com.akto.dto,Scan,setAttempts,3,1,1,66,0,,
akto,com.akto.dto,Scan,toString,3,1,0,70,0,com.akto.dto.Scan,com.akto.dto.Scan
akto,com.akto.dto,SensitiveParamInfo,SensitiveParamInfo,2,1,0,18,0,,
akto,com.akto.dto,SensitiveParamInfo,SensitiveParamInfo,10,1,7,21,0,,
akto,com.akto.dto,SensitiveParamInfo,getUrl,3,1,0,32,0,,
akto,com.akto.dto,SensitiveParamInfo,setUrl,3,1,1,36,0,,
akto,com.akto.dto,SensitiveParamInfo,getMethod,3,1,0,40,0,,
akto,com.akto.dto,SensitiveParamInfo,setMethod,3,1,1,44,0,,
akto,com.akto.dto,SensitiveParamInfo,getResponseCode,3,1,0,48,0,,
akto,com.akto.dto,SensitiveParamInfo,setResponseCode,3,1,1,52,0,,
akto,com.akto.dto,SensitiveParamInfo,isIsHeader,3,1,0,56,0,,
akto,com.akto.dto,SensitiveParamInfo,getIsHeader,3,1,0,60,0,,
akto,com.akto.dto,SensitiveParamInfo,setIsHeader,3,1,1,64,0,,
akto,com.akto.dto,SensitiveParamInfo,getParam,3,1,0,68,0,,
akto,com.akto.dto,SensitiveParamInfo,setParam,3,1,1,72,0,,
akto,com.akto.dto,SensitiveParamInfo,getApiCollectionId,3,1,0,76,0,,
akto,com.akto.dto,SensitiveParamInfo,setApiCollectionId,3,1,1,80,0,,
akto,com.akto.dto,SensitiveParamInfo,isSensitive,3,1,0,84,0,,
akto,com.akto.dto,SensitiveParamInfo,getSensitive,3,1,0,88,0,,
akto,com.akto.dto,SensitiveParamInfo,setSensitive,3,1,1,92,0,,
akto,com.akto.dto,SensitiveParamInfo,toString,3,1,0,96,0,com.akto.dto.SensitiveParamInfo,com.akto.dto.SensitiveParamInfo
akto,com.akto.dto,SensitiveParamInfo,equals,6,3,1,109,0,,
akto,com.akto.dto,SensitiveParamInfo,hashCode,3,1,0,117,0,,
akto,com.akto.dto,SensitiveParamInfo,isSampleDataSaved,3,1,0,122,0,,
akto,com.akto.dto,SensitiveParamInfo,setSampleDataSaved,3,1,1,126,0,,
akto,com.akto.dto,OriginalHttpRequest,OriginalHttpRequest,2,1,0,24,0,,
akto,com.akto.dto,OriginalHttpRequest,OriginalHttpRequest,8,1,6,27,0,,
akto,com.akto.dto,OriginalHttpRequest,copy,3,1,0,36,0,,
akto,com.akto.dto,OriginalHttpRequest,buildFromSampleMessage,14,2,1,42,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,getJsonRequestBody,3,1,0,62,0,com.akto.util.HttpRequestResponseUtils,com.akto.util.HttpRequestResponseUtils
akto,com.akto.dto,OriginalHttpRequest,isJsonRequest,4,1,0,68,0,com.akto.util.HttpRequestResponseUtils,com.akto.util.HttpRequestResponseUtils
akto,com.akto.dto,OriginalHttpRequest,buildFromApiSampleMessage,15,2,1,73,0,,
akto,com.akto.dto,OriginalHttpRequest,findHeaderValue,6,3,1,91,0,,
akto,com.akto.dto,OriginalHttpRequest,combineQueryParams,15,6,2,99,0,com.akto.dto.type.RequestTemplate,com.akto.dto.type.RequestTemplate; com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,getRawQueryFromJson,12,3,1,122,0,,
akto,com.akto.dto,OriginalHttpRequest,makeUrlAbsolute,23,6,3,142,0,,
akto,com.akto.dto,OriginalHttpRequest,findContentType,3,1,0,167,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,findHostFromHeader,3,1,0,171,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,findProtocolFromHeader,3,1,0,175,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,getFullUrlIncludingDomain,6,2,0,179,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,getFullUrlWithParams,3,1,0,186,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,getFullUrlWithParams,5,3,2,190,0,,
akto,com.akto.dto,OriginalHttpRequest,buildHeadersMap,3,1,2,196,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpRequest,buildHeadersMap,11,3,1,200,0,,
akto,com.akto.dto,OriginalHttpRequest,addHeaderFromLine,17,4,1,212,0,,
akto,com.akto.dto,OriginalHttpRequest,appendToPayload,6,2,1,233,0,,
akto,com.akto.dto,OriginalHttpRequest,getBody,3,1,0,241,0,,
akto,com.akto.dto,OriginalHttpRequest,setBody,3,1,1,245,0,,
akto,com.akto.dto,OriginalHttpRequest,getHeaders,3,1,0,249,0,,
akto,com.akto.dto,OriginalHttpRequest,setHeaders,3,1,1,253,0,,
akto,com.akto.dto,OriginalHttpRequest,getUrl,3,1,0,257,0,,
akto,com.akto.dto,OriginalHttpRequest,setUrl,3,1,1,261,0,,
akto,com.akto.dto,OriginalHttpRequest,getQueryParams,3,1,0,265,0,,
akto,com.akto.dto,OriginalHttpRequest,setQueryParams,3,1,1,269,0,,
akto,com.akto.dto,OriginalHttpRequest,getMethod,3,1,0,273,0,,
akto,com.akto.dto,OriginalHttpRequest,setMethod,3,1,1,277,0,,
akto,com.akto.dto,OriginalHttpRequest,getType,3,1,0,281,0,,
akto,com.akto.dto,OriginalHttpRequest,setType,3,1,1,285,0,,
akto,com.akto.dto,OriginalHttpRequest,setMethodAndQP,19,3,1,289,0,,
akto,com.akto.dto,OriginalHttpRequest,getPath,7,2,0,312,0,,
akto,com.akto.dto,OriginalHttpRequest,toString,3,1,0,320,0,,
akto,com.akto.dto,PendingInviteCode,PendingInviteCode,2,1,0,14,0,,
akto,com.akto.dto,PendingInviteCode,PendingInviteCode,6,1,4,17,0,,
akto,com.akto.dto,PendingInviteCode,getId,3,1,0,24,0,,
akto,com.akto.dto,PendingInviteCode,setId,3,1,1,28,0,,
akto,com.akto.dto,PendingInviteCode,getInviteCode,3,1,0,32,0,,
akto,com.akto.dto,PendingInviteCode,setInviteCode,3,1,1,36,0,,
akto,com.akto.dto,PendingInviteCode,getIssuer,3,1,0,40,0,,
akto,com.akto.dto,PendingInviteCode,setIssuer,3,1,1,44,0,,
akto,com.akto.dto,PendingInviteCode,getInviteeEmailId,3,1,0,48,0,,
akto,com.akto.dto,PendingInviteCode,setInviteeEmailId,3,1,1,52,0,,
akto,com.akto.dto,PendingInviteCode,getExpiry,3,1,0,56,0,,
akto,com.akto.dto,PendingInviteCode,setExpiry,3,1,1,60,0,,
akto,com.akto.dto,Dibs,Dibs,2,1,0,17,0,,
akto,com.akto.dto,Dibs,Dibs,8,1,6,20,0,,
akto,com.akto.dto,Dibs,getId,3,1,0,29,0,,
akto,com.akto.dto,Dibs,setId,3,1,1,33,0,,
akto,com.akto.dto,Dibs,getStartTs,3,1,0,37,0,,
akto,com.akto.dto,Dibs,setStartTs,3,1,1,41,0,,
akto,com.akto.dto,Dibs,getExpiryTs,3,1,0,45,0,,
akto,com.akto.dto,Dibs,setExpiryTs,3,1,1,49,0,,
akto,com.akto.dto,Dibs,getFreqInSeconds,3,1,0,53,0,,
akto,com.akto.dto,Dibs,setFreqInSeconds,3,1,1,57,0,,
akto,com.akto.dto,Dibs,getLastPing,3,1,0,61,0,,
akto,com.akto.dto,Dibs,setLastPing,3,1,1,65,0,,
akto,com.akto.dto,Dibs,getWinner,3,1,0,69,0,,
akto,com.akto.dto,Dibs,setWinner,3,1,1,73,0,,
akto,com.akto.dto,Dibs,toString,3,1,0,77,0,com.akto.dto.Dibs,com.akto.dto.Dibs
akto,com.akto.dto,OriginalHttpResponse,OriginalHttpResponse,2,1,0,20,0,,
akto,com.akto.dto,OriginalHttpResponse,OriginalHttpResponse,5,1,3,23,0,,
akto,com.akto.dto,OriginalHttpResponse,copy,3,1,0,29,0,,
akto,com.akto.dto,OriginalHttpResponse,buildFromSampleMessage,7,1,1,33,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest
akto,com.akto.dto,OriginalHttpResponse,addHeaderFromLine,17,4,1,42,0,,
akto,com.akto.dto,OriginalHttpResponse,appendToPayload,6,2,1,63,0,,
akto,com.akto.dto,OriginalHttpResponse,findHeaderValue,6,3,1,71,0,,
akto,com.akto.dto,OriginalHttpResponse,getBody,3,1,0,78,0,,
akto,com.akto.dto,OriginalHttpResponse,setBody,3,1,1,82,0,,
akto,com.akto.dto,OriginalHttpResponse,getHeaders,3,1,0,86,0,,
akto,com.akto.dto,OriginalHttpResponse,setHeaders,3,1,1,90,0,,
akto,com.akto.dto,OriginalHttpResponse,getStatusCode,3,1,0,94,0,,
akto,com.akto.dto,OriginalHttpResponse,setStatusCode,3,1,1,98,0,,
akto,com.akto.dto,OriginalHttpResponse,setStatusFromLine,14,3,1,102,0,,
akto,com.akto.dto,OriginalHttpResponse,getJsonResponseBody,3,1,0,117,0,com.akto.util.HttpRequestResponseUtils,com.akto.util.HttpRequestResponseUtils
akto,com.akto.dto,RecordedLoginFlowInput,RecordedLoginFlowInput,6,1,4,10,0,,
akto,com.akto.dto,RecordedLoginFlowInput,RecordedLoginFlowInput,2,1,0,17,0,,
akto,com.akto.dto,RecordedLoginFlowInput,getContent,3,1,0,19,0,,
akto,com.akto.dto,RecordedLoginFlowInput,setContent,3,1,1,23,0,,
akto,com.akto.dto,RecordedLoginFlowInput,getTokenFetchCommand,3,1,0,27,0,,
akto,com.akto.dto,RecordedLoginFlowInput,setTokenFetchCommand,3,1,1,31,0,,
akto,com.akto.dto,RecordedLoginFlowInput,getOutputFilePath,3,1,0,35,0,,
akto,com.akto.dto,RecordedLoginFlowInput,setOutputFilePath,3,1,1,39,0,,
akto,com.akto.dto,RecordedLoginFlowInput,getErrorFilePath,3,1,0,43,0,,
akto,com.akto.dto,RecordedLoginFlowInput,setErrorFilePath,3,1,1,47,0,,
akto,com.akto.dto,ApiInfoCatalog,ApiInfoCatalog,2,1,0,15,0,,
akto,com.akto.dto,ApiInfoCatalog,ApiInfoCatalog,5,1,3,18,0,,
akto,com.akto.dto,ApiInfoCatalog,getStrictURLToMethods,3,1,0,24,0,,
akto,com.akto.dto,ApiInfoCatalog,setStrictURLToMethods,3,1,1,28,0,,
akto,com.akto.dto,ApiInfoCatalog,getTemplateURLToMethods,3,1,0,32,0,,
akto,com.akto.dto,ApiInfoCatalog,setTemplateURLToMethods,3,1,1,36,0,,
akto,com.akto.dto,ApiInfoCatalog,getDeletedInfo,3,1,0,40,0,,
akto,com.akto.dto,ApiInfoCatalog,setDeletedInfo,3,1,1,44,0,,
akto,com.akto.dto,RBAC,RBAC,4,1,2,18,0,,
akto,com.akto.dto,RBAC,RBAC,2,1,0,23,0,,
akto,com.akto.dto,RBAC,getUserId,3,1,0,26,0,,
akto,com.akto.dto,RBAC,setUserId,3,1,1,30,0,,
akto,com.akto.dto,RBAC,getRole,3,1,0,34,0,,
akto,com.akto.dto,RBAC,setRole,3,1,1,38,0,,
akto,com.akto.dto,RBAC,getId,3,1,0,42,0,,
akto,com.akto.dto,RBAC,setId,3,1,1,46,0,,
akto,com.akto.dto,Account,Account,2,1,0,9,0,,
akto,com.akto.dto,Account,Account,4,1,2,11,0,,
akto,com.akto.dto,Account,isDefault,3,1,0,16,0,,
akto,com.akto.dto,Account,setDefault,3,1,1,20,0,,
akto,com.akto.dto,Account,getId,3,1,0,24,0,,
akto,com.akto.dto,Account,setId,3,1,1,28,0,,
akto,com.akto.dto,Account,getName,3,1,0,32,0,,
akto,com.akto.dto,Account,setName,3,1,1,36,0,,
akto,com.akto.dto,Account,getTimezone,3,1,0,40,0,,
akto,com.akto.dto,Account,setTimezone,3,1,1,44,0,,
akto,com.akto.dto,User,User,2,1,0,23,0,,
akto,com.akto.dto,User,User,8,1,4,25,0,com.akto.dao.context.Context,com.akto.dao.context.Context
akto,com.akto.dto,User,create,5,1,4,34,0,com.akto.dto.SignupInfo,com.akto.dto.SignupInfo
akto,com.akto.dto,User,convertUserToUserDetails,7,1,1,40,0,com.akto.dto.User,com.akto.dto.User
akto,com.akto.dto,User,getName,3,1,0,49,0,,
akto,com.akto.dto,User,setName,3,1,1,53,0,,
akto,com.akto.dto,User,getLogin,3,1,0,57,0,,
akto,com.akto.dto,User,setLogin,3,1,1,61,0,,
akto,com.akto.dto,User,toString,3,1,0,65,0,,
akto,com.akto.dto,User,getId,3,1,0,70,0,,
akto,com.akto.dto,User,setId,3,1,1,74,0,,
akto,com.akto.dto,User,getAccounts,3,1,0,78,0,,
akto,com.akto.dto,User,setAccounts,3,1,1,82,0,,
akto,com.akto.dto,User,getSignupInfoMap,3,1,0,86,0,,
akto,com.akto.dto,User,setSignupInfoMap,3,1,1,90,0,,
akto,com.akto.dto,User,getRefreshTokens,3,1,0,94,0,,
akto,com.akto.dto,User,setRefreshTokens,3,1,1,98,0,,
akto,com.akto.dto,User,getLastLoginTs,3,1,0,102,0,,
akto,com.akto.dto,User,setLastLoginTs,3,1,1,106,0,,
akto,com.akto.dto,Attempt,Attempt,2,1,0,139,0,,
akto,com.akto.dto,Attempt,Attempt,14,2,6,142,0,,
akto,com.akto.dto,Attempt,Attempt,3,1,4,156,0,com.akto.dao.context.Context,com.akto.dao.context.Context
akto,com.akto.dto,Attempt,getTimestamp,3,1,0,160,0,,
akto,com.akto.dto,Attempt,setTimestamp,3,1,1,164,0,,
akto,com.akto.dto,Attempt,getId,3,1,0,168,0,,
akto,com.akto.dto,Attempt,setId,3,1,1,172,0,,
