Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akto,com.akto.action.testing,OtpTestDataAction,setOtp,3,1,1,103,0,,
akto,com.akto.action.testing,AuthMechanismAction,addAuthMechanism,26,6,0,45,0,com.akto.dto.testing.AuthParamData,com.akto.dto.testing.AuthParamData; com.akto.dao.MCollection
akto,com.akto.action.testing,AuthMechanismAction,triggerLoginFlowSteps,28,5,0,79,0,com.akto.dto.testing.AuthParamData,com.akto.dto.testing.AuthParamData; com.akto.dto.testing.LoginFlowResponse; com.akto.testing.TestExecutor
akto,com.akto.action.testing,AuthMechanismAction,triggerSingleLoginFlowStep,22,3,0,111,0,com.akto.dto.testing.LoginFlowResponse,com.akto.dto.testing.LoginFlowResponse; com.akto.testing.TestExecutor; com.akto.action.UserAction; com.akto.dto.User
akto,com.akto.action.testing,AuthMechanismAction,fetchAuthMechanismData,4,1,0,136,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,AuthMechanismAction,fetchWorkflowResult,8,2,0,145,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.testing.TestingRun
akto,com.akto.action.testing,AuthMechanismAction,getType,3,1,0,161,0,,
akto,com.akto.action.testing,AuthMechanismAction,getRequestData,3,1,0,166,0,,
akto,com.akto.action.testing,AuthMechanismAction,getAuthMechanism,3,1,0,170,0,,
akto,com.akto.action.testing,AuthMechanismAction,getAuthParamData,3,1,0,174,0,,
akto,com.akto.action.testing,AuthMechanismAction,getUuid,3,1,0,178,0,,
akto,com.akto.action.testing,AuthMechanismAction,getNodeId,3,1,0,182,0,,
akto,com.akto.action.testing,AuthMechanismAction,getResponses,3,1,0,186,0,,
akto,com.akto.action.testing,AuthMechanismAction,setWorkflowTestId,3,1,1,191,0,,
akto,com.akto.action.testing,AuthMechanismAction,getWorkflowTestResult,3,1,0,195,0,,
akto,com.akto.action.testing,AuthMechanismAction,getWorkflowTestingRun,3,1,0,199,0,,
akto,com.akto.action.testing,AuthMechanismAction,setType,3,1,1,203,0,,
akto,com.akto.action.testing,AuthMechanismAction,setRequestData,3,1,1,207,0,,
akto,com.akto.action.testing,AuthMechanismAction,setAuthParamData,3,1,1,211,0,,
akto,com.akto.action.testing,AuthMechanismAction,setUuid,3,1,1,215,0,,
akto,com.akto.action.testing,AuthMechanismAction,setNodeId,3,1,1,219,0,,
akto,com.akto.action.testing,StartTestAction,getCicdTests,4,1,0,67,0,,
akto,com.akto.action.testing,StartTestAction,createTestingRun,0,10,2,78,0,com.akto.dto.User,com.akto.dto.User; com.akto.dao.context.Context; com.akto.utils.Utils; com.akto.dto.testing.AuthMechanism; com.akto.action.UserAction; com.akto.dao.MCollection; com.akto.dto.testing.TestingRunConfig
akto,com.akto.action.testing,StartTestAction,startTest,49,7,0,132,0,com.akto.dao.context.Context,com.akto.dao.context.Context; com.akto.dto.testing.TestingRunResultSummary; com.akto.dto.testing.TestingRun; com.akto.log.LoggerMaker; com.akto.action.testing.StartTestAction; com.akto.action.UserAction; com.akto.dao.MCollection
akto,com.akto.action.testing,StartTestAction,handleCallFromAktoGpt,33,8,0,189,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.dto.test_editor.Category; com.akto.dto.test_editor.Info; com.akto.dao.test_editor.YamlTemplateDao
akto,com.akto.action.testing,StartTestAction,retrieveAllCollectionTests,18,4,0,221,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dao.context.Context; com.akto.action.testing.StartTestAction; com.akto.dto.testing.TestingRun
akto,com.akto.action.testing,StartTestAction,fetchTestingRunResultSummaries,19,2,0,252,0,com.akto.dto.testing.TestingRun,com.akto.dto.testing.TestingRun; com.akto.dao.MCollection; com.akto.dto.testing.WorkflowTest; com.akto.dto.testing.WorkflowTestingEndpoints
akto,com.akto.action.testing,StartTestAction,fetchTestingRunResults,12,1,0,278,0,com.akto.dao.testing.TestingRunResultDao,com.akto.dao.testing.TestingRunResultDao
akto,com.akto.action.testing,StartTestAction,fetchTestRunResultDetails,5,1,0,294,0,,
akto,com.akto.action.testing,StartTestAction,fetchIssueFromTestRunResultDetails,21,4,0,301,0,com.akto.dto.testing.TestingRunResult,com.akto.dto.testing.TestingRunResult; com.akto.dao.testing.sources.TestSourceConfigsDao; com.akto.dto.testing.sources.TestSourceConfig; com.akto.dto.test_run_findings.TestingIssuesId; com.akto.dao.MCollection
akto,com.akto.action.testing,StartTestAction,fetchWorkflowTestingRun,5,1,0,325,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,StartTestAction,deleteScheduledWorkflowTests,6,1,0,334,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,StartTestAction,stopAllTests,6,1,0,349,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,StartTestAction,setType,3,1,1,362,0,,
akto,com.akto.action.testing,StartTestAction,setApiCollectionId,3,1,1,366,0,,
akto,com.akto.action.testing,StartTestAction,setApiInfoKeyList,3,1,1,370,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRuns,3,1,0,374,0,,
akto,com.akto.action.testing,StartTestAction,getAuthMechanism,3,1,0,378,0,,
akto,com.akto.action.testing,StartTestAction,setAuthMechanism,3,1,1,382,0,,
akto,com.akto.action.testing,StartTestAction,getStartTimestamp,3,1,0,386,0,,
akto,com.akto.action.testing,StartTestAction,setStartTimestamp,3,1,1,390,0,,
akto,com.akto.action.testing,StartTestAction,getEndTimestamp,3,1,0,394,0,,
akto,com.akto.action.testing,StartTestAction,setEndTimestamp,3,1,1,398,0,,
akto,com.akto.action.testing,StartTestAction,getRecurringDaily,3,1,0,402,0,,
akto,com.akto.action.testing,StartTestAction,setRecurringDaily,3,1,1,406,0,,
akto,com.akto.action.testing,StartTestAction,setTestIdConfig,3,1,1,410,0,,
akto,com.akto.action.testing,StartTestAction,setWorkflowTestId,3,1,1,414,0,,
akto,com.akto.action.testing,StartTestAction,setTestingRunHexId,3,1,1,418,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRunHexId,3,1,0,422,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRunResultSummaries,3,1,0,426,0,,
akto,com.akto.action.testing,StartTestAction,setTestingRunResultSummaryHexId,3,1,1,430,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRunResults,3,1,0,434,0,,
akto,com.akto.action.testing,StartTestAction,setTestingRunResultHexId,3,1,1,438,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRunResult,3,1,0,442,0,,
akto,com.akto.action.testing,StartTestAction,getTestingRun,3,1,0,446,0,,
akto,com.akto.action.testing,StartTestAction,getWorkflowTest,3,1,0,450,0,,
akto,com.akto.action.testing,StartTestAction,getRunIssues,3,1,0,454,0,,
akto,com.akto.action.testing,StartTestAction,setRunIssues,3,1,1,458,0,,
akto,com.akto.action.testing,StartTestAction,getSelectedTests,3,1,0,461,0,,
akto,com.akto.action.testing,StartTestAction,setSelectedTests,3,1,1,465,0,,
akto,com.akto.action.testing,StartTestAction,getTestName,3,1,0,469,0,,
akto,com.akto.action.testing,StartTestAction,setTestName,3,1,1,473,0,,
akto,com.akto.action.testing,StartTestAction,getTestRunTime,3,1,0,477,0,,
akto,com.akto.action.testing,StartTestAction,setTestRunTime,3,1,1,481,0,,
akto,com.akto.action.testing,StartTestAction,getMaxConcurrentRequests,3,1,0,485,0,,
akto,com.akto.action.testing,StartTestAction,setMaxConcurrentRequests,3,1,1,489,0,,
akto,com.akto.action.testing,StartTestAction,getMetadata,3,1,0,493,0,,
akto,com.akto.action.testing,StartTestAction,setMetadata,3,1,1,497,0,,
akto,com.akto.action.testing,StartTestAction,isFetchCicd,3,1,0,501,0,,
akto,com.akto.action.testing,StartTestAction,setFetchCicd,3,1,1,505,0,,
akto,com.akto.action.testing,StartTestAction,getSource,3,1,0,509,0,,
akto,com.akto.action.testing,StartTestAction,setSource,3,1,1,513,0,,
akto,com.akto.action.testing,StartTestAction,getTriggeredBy,3,1,0,517,0,,
akto,com.akto.action.testing,StartTestAction,setTriggeredBy,3,1,1,521,0,,
akto,com.akto.action.testing,StartTestAction,isTestRunByTestEditor,3,1,0,525,0,,
akto,com.akto.action.testing,StartTestAction,setIsTestRunByTestEditor,3,1,1,529,0,,
akto,com.akto.action.testing,StartTestAction,setOverriddenTestAppUrl,3,1,1,533,0,,
akto,com.akto.action.testing,StartTestAction,getOverriddenTestAppUrl,3,1,0,537,0,,
akto,com.akto.action.testing,StartTestAction,getCallSource,11,4,1,544,0,,
akto,com.akto.action.testing,StartTestAction,isCallFromAktoGpt,3,1,0,555,0,,
akto,com.akto.action.testing,MarketplaceAction,fetchAllMarketplaceSubcategories,4,1,0,26,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,MarketplaceAction,fetchTestingSources,7,1,0,34,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.testing,MarketplaceAction,addCustomTest,10,2,0,52,0,com.akto.dto.User,com.akto.dto.User; com.akto.dao.context.Context; com.akto.action.UserAction
akto,com.akto.action.testing,MarketplaceAction,searchUtilityFunction,45,6,0,64,0,com.akto.dto.test_editor.Info,com.akto.dto.test_editor.Info; com.akto.dto.test_editor.TestConfig; com.akto.dto.test_editor.Category; com.akto.dao.MCollection; com.akto.dao.test_editor.YamlTemplateDao
akto,com.akto.action.testing,MarketplaceAction,searchTestResults,4,1,0,123,0,com.akto.action.testing.MarketplaceAction,com.akto.action.testing.MarketplaceAction
akto,com.akto.action.testing,MarketplaceAction,isDefaultCreator,3,1,0,128,0,,
akto,com.akto.action.testing,MarketplaceAction,getDefaultCreator,3,1,0,132,0,,
akto,com.akto.action.testing,MarketplaceAction,setDefaultCreator,3,1,1,136,0,,
akto,com.akto.action.testing,MarketplaceAction,getSubcategory,3,1,0,140,0,,
akto,com.akto.action.testing,MarketplaceAction,setSubcategory,3,1,1,144,0,,
akto,com.akto.action.testing,MarketplaceAction,getTestSourceConfigs,3,1,0,148,0,,
akto,com.akto.action.testing,MarketplaceAction,setTestSourceConfigs,3,1,1,152,0,,
akto,com.akto.action.testing,MarketplaceAction,getUrl,3,1,0,156,0,,
akto,com.akto.action.testing,MarketplaceAction,setUrl,3,1,1,160,0,,
akto,com.akto.action.testing,MarketplaceAction,getCategory,3,1,0,164,0,,
akto,com.akto.action.testing,MarketplaceAction,setCategory,3,1,1,168,0,,
akto,com.akto.action.testing,MarketplaceAction,getSeverity,3,1,0,172,0,,
akto,com.akto.action.testing,MarketplaceAction,setSeverity,3,1,1,176,0,,
akto,com.akto.action.testing,MarketplaceAction,getDescription,3,1,0,180,0,,
akto,com.akto.action.testing,MarketplaceAction,setDescription,3,1,1,184,0,,
akto,com.akto.action.testing,MarketplaceAction,getTags,3,1,0,188,0,,
akto,com.akto.action.testing,MarketplaceAction,setTags,3,1,1,192,0,,
akto,com.akto.action.testing,MarketplaceAction,getSearchResults,3,1,0,196,0,,
akto,com.akto.action.testing,MarketplaceAction,setSearchResults,3,1,1,200,0,,
akto,com.akto.action.testing,MarketplaceAction,getSearchText,3,1,0,204,0,,
akto,com.akto.action.testing,MarketplaceAction,setSearchText,3,1,1,208,0,,
akto,com.akto.action.testing,MarketplaceAction,getinbuiltTests,3,1,0,212,0,,
akto,com.akto.action.testing,MarketplaceAction,getCategories,3,1,0,216,0,,
akto,com.akto.action.testing,MarketplaceAction,setCategories,3,1,1,220,0,,
akto,com.akto.utils.platform,MirroringStackDetails,getStackName,7,2,0,5,0,com.akto.utils.platform.DashboardStackDetails,com.akto.utils.platform.DashboardStackDetails
akto,com.akto.utils.platform,DashboardStackDetails,getStackName,3,1,0,9,0,,
akto,com.akto.utils.platform,DashboardStackDetails,getAktoDashboardRole,4,1,0,19,0,,
akto,com.akto.utils.cloud.stack,Stack,createStack,0,1,4,10,0,,
akto,com.akto.utils.cloud.stack,Stack,fetchStackStatus,0,1,1,12,0,,
akto,com.akto.utils.cloud.stack,Stack,checkIfStackExists,0,1,1,14,0,,
akto,com.akto.utils.cloud.stack,Stack,fetchResourcePhysicalIdByLogicalId,0,1,2,21,0,,
akto,com.akto.utils.cloud.stack.aws,AwsStack,AwsStack,2,1,0,38,0,,
akto,com.akto.utils.cloud.stack.aws,AwsStack,getInstance,6,2,0,43,0,,
akto,com.akto.utils.cloud.stack.aws,AwsStack,createStack,21,2,4,50,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.utils.cloud.stack.aws.AwsStack
akto,com.akto.utils.cloud.stack.aws,AwsStack,fetchParamters,10,2,1,72,0,,
akto,com.akto.utils.cloud.stack.aws,AwsStack,fetchStackStatus,21,3,1,83,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.stack.aws,AwsStack,fetchResourcePhysicalIdByLogicalId,17,2,2,107,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.stack.aws,AwsStack,checkIfStackExists,4,1,1,125,0,com.akto.utils.cloud.stack.dto.StackState,com.akto.utils.cloud.stack.dto.StackState; com.akto.utils.cloud.stack.aws.AwsStack
akto,com.akto.utils.cloud.stack.dto,StackState,StackState,4,1,2,7,0,,
akto,com.akto.utils.cloud.stack.dto,StackState,getStatus,3,1,0,12,0,,
akto,com.akto.utils.cloud.stack.dto,StackState,setStatus,3,1,1,16,0,,
akto,com.akto.utils.cloud.stack.dto,StackState,getCreationTime,3,1,0,20,0,,
akto,com.akto.utils.cloud.stack.dto,StackState,setCreationTime,3,1,1,24,0,,
akto,com.akto.utils.cloud,Utils,getCloudType,6,2,0,20,0,,
akto,com.akto.utils.cloud,Utils,fetchTags,8,1,1,27,0,,
akto,com.akto.utils.cloud,Utils,rebootInstance,10,1,1,37,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.utils.cloud.serverless,UpdateFunctionRequest,UpdateFunctionRequest,3,1,1,8,0,,
akto,com.akto.utils.cloud.serverless,UpdateFunctionRequest,getEnvironmentVariables,3,1,0,12,0,,
akto,com.akto.utils.cloud.serverless,ServerlessFunction,invokeFunction,0,1,1,5,0,,
akto,com.akto.utils.cloud.serverless,ServerlessFunction,updateFunctionConfiguration,0,1,2,7,0,,
akto,com.akto.utils.cloud.serverless.aws,Lambda,getInstance,6,2,0,27,0,,
akto,com.akto.utils.cloud.serverless.aws,Lambda,Lambda,2,1,0,34,0,,
akto,com.akto.utils.cloud.serverless.aws,Lambda,updateFunctionConfiguration,32,5,2,42,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker; com.akto.utils.cloud.serverless.UpdateFunctionRequest; com.akto.utils.cloud.serverless.aws.Lambda
akto,com.akto.utils.cloud.serverless.aws,Lambda,getFunction,6,1,1,86,0,,
akto,com.akto.utils.cloud.serverless.aws,Lambda,invokeFunction,13,1,1,93,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.filter,MetaInfoFilter,init,2,1,1,14,0,,
akto,com.akto.filter,MetaInfoFilter,doFilter,6,1,3,19,0,,
akto,com.akto.filter,MetaInfoFilter,destroy,2,1,0,31,0,,
akto,com.akto.filter,SecurityHeadersFilter,init,2,1,1,14,0,,
akto,com.akto.filter,SecurityHeadersFilter,doFilter,14,3,3,18,0,com.akto.utils.HttpUtils,com.akto.utils.HttpUtils
akto,com.akto.filter,SecurityHeadersFilter,destroy,2,1,0,38,0,,
akto,com.akto.filter,RateLimitFilter,resolveBucket,29,5,2,18,0,com.akto.filter.RateLimitFilter,com.akto.filter.RateLimitFilter; com.akto.dao.context.Context; com.akto.utils.RateLimitCache
akto,com.akto.filter,RateLimitFilter,newBucket,13,2,1,51,0,,
akto,com.akto.filter,RateLimitFilter,doFilter,16,3,3,66,0,com.akto.filter.RateLimitFilter,com.akto.filter.RateLimitFilter
akto,com.akto.filter,RateLimitFilter,destroy,2,1,0,90,0,,
akto,com.akto.filter,RateLimitFilter,init,2,1,1,95,0,,
akto,com.akto.filter,InfraMetricsFilter,init,2,1,1,21,0,,
akto,com.akto.filter,InfraMetricsFilter,destroy,2,1,0,24,0,,
akto,com.akto.filter,InfraMetricsFilter,doFilter,21,2,3,29,0,com.akto.log.LoggerMaker,com.akto.log.LoggerMaker
akto,com.akto.filter,HttpMethodFilter,init,2,1,1,11,0,,
akto,com.akto.filter,HttpMethodFilter,doFilter,14,3,3,15,0,,
akto,com.akto.filter,HttpMethodFilter,destroy,2,1,0,33,0,,
akto,com.akto.filter,MongoConnectCheckFilter,init,2,1,1,18,0,,
akto,com.akto.filter,MongoConnectCheckFilter,destroy,2,1,0,21,0,,
akto,com.akto.filter,MongoConnectCheckFilter,doFilter,18,4,3,26,0,,
akto,com.akto.filter,AuthorizationFilter,init,2,1,1,15,0,,
akto,com.akto.filter,AuthorizationFilter,destroy,2,1,0,18,0,,
akto,com.akto.filter,AuthorizationFilter,doFilter,10,2,3,21,0,,
akto,com.akto.filter,GrowthToolsFilter,init,2,1,1,13,0,,
akto,com.akto.filter,GrowthToolsFilter,doFilter,10,2,3,17,0,,
akto,com.akto.filter,GrowthToolsFilter,destroy,2,1,0,29,0,,
akto,com.akto.filter,UserDetailsFilter,init,2,1,1,46,0,,
akto,com.akto.filter,UserDetailsFilter,destroy,2,1,0,49,0,,
akto,com.akto.filter,UserDetailsFilter,redirectIfNotLoginURI,11,3,3,52,0,,
akto,com.akto.filter,UserDetailsFilter,doFilter,143,24,3,66,0,com.akto.dto.User,com.akto.dto.User; com.akto.utils.Token; com.akto.dto.ApiToken; com.akto.action.AccessTokenAction; com.akto.dao.context.Context; com.akto.dao.ApiTokensDao; com.akto.filter.UserDetailsFilter; com.akto.action.ProfileAction; com.akto.utils.JWT
akto,com.akto.filter,UserDetailsFilter,endPointBlockedForApiToken,13,2,1,234,0,,
akto,com.akto.action.growth_tools,PublicApiAction,execute,3,1,0,41,0,,
akto,com.akto.action.growth_tools,PublicApiAction,createSampleDataJson,79,10,0,65,0,com.akto.dto.traffic.SampleData,com.akto.dto.traffic.SampleData; com.akto.dao.context.Context
akto,com.akto.action.growth_tools,PublicApiAction,setServletRequest,3,1,1,148,0,,
akto,com.akto.action.growth_tools,PublicApiAction,setServletResponse,3,1,1,153,0,,
akto,com.akto.action.growth_tools,PublicApiAction,getSampleDataList,3,1,0,158,0,,
akto,com.akto.action.growth_tools,PublicApiAction,setSampleDataList,3,1,1,162,0,,
akto,com.akto.action.growth_tools,PublicApiAction,setSampleRequestString,3,1,1,167,0,,
akto,com.akto.action.growth_tools,PublicApiAction,setSampleResponseString,3,1,1,171,0,,
akto,com.akto.action.growth_tools,PublicApiAction,getSampleRequestString,3,1,0,175,0,,
akto,com.akto.action.growth_tools,PublicApiAction,getSampleResponseString,3,1,0,179,0,,
akto,com.akto.action.quick_start,QuickStartAction,fetchQuickStartPageState,17,4,0,66,0,com.akto.utils.cloud.Utils,com.akto.utils.cloud.Utils; com.akto.action.UserAction; com.akto.dao.MCollection; com.akto.utils.Utils; com.akto.dto.User
akto,com.akto.action.quick_start,QuickStartAction,fetchLoadBalancers,45,6,0,89,0,com.akto.dto.AwsResource,com.akto.dto.AwsResource; com.akto.utils.platform.DashboardStackDetails; com.akto.utils.cloud.stack.aws.AwsStack; com.akto.utils.platform.MirroringStackDetails; com.akto.dto.AwsResources; com.akto.dao.AwsResourcesDao; com.akto.action.quick_start.QuickStartAction; com.akto.dao.MCollection; com.akto.log.LoggerMaker
akto,com.akto.action.quick_start,QuickStartAction,filterLBName,12,3,1,138,0,,
akto,com.akto.action.quick_start,QuickStartAction,saveLoadBalancers,36,2,0,151,0,com.akto.action.quick_start.QuickStartAction,com.akto.action.quick_start.QuickStartAction; com.akto.utils.cloud.stack.aws.AwsStack; com.akto.utils.cloud.serverless.aws.Lambda; com.akto.utils.cloud.Utils; com.akto.dao.MCollection; com.akto.utils.platform.MirroringStackDetails; com.akto.utils.platform.DashboardStackDetails
akto,com.akto.action.quick_start,QuickStartAction,extractLBs,10,3,0,188,0,com.akto.dto.AwsResource,com.akto.dto.AwsResource
akto,com.akto.action.quick_start,QuickStartAction,checkStackCreationProgress,20,4,0,199,0,com.akto.utils.cloud.stack.dto.StackState,com.akto.utils.cloud.stack.dto.StackState; com.akto.log.LoggerMaker; com.akto.utils.cloud.stack.aws.AwsStack; com.akto.utils.platform.MirroringStackDetails; com.akto.action.quick_start.QuickStartAction; com.akto.dto.AwsResources; com.akto.dao.MCollection; com.akto.dao.AwsResourcesDao
akto,com.akto.action.quick_start,QuickStartAction,invokeLambdaIfNecessary,24,3,1,219,0,com.akto.utils.cloud.stack.dto.StackState,com.akto.utils.cloud.stack.dto.StackState; com.akto.log.LoggerMaker; com.akto.utils.cloud.stack.aws.AwsStack; com.akto.utils.platform.MirroringStackDetails; com.akto.dto.BackwardCompatibility; com.akto.dao.MCollection; com.akto.utils.cloud.serverless.aws.Lambda
akto,com.akto.action.quick_start,QuickStartAction,getDashboardHasNecessaryRole,3,1,0,244,0,,
akto,com.akto.action.quick_start,QuickStartAction,setDashboardHasNecessaryRole,3,1,1,248,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAwsRegion,3,1,0,252,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAwsRegion,3,1,1,256,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAwsAccountId,3,1,0,260,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAwsAccountId,3,1,1,264,0,,
akto,com.akto.action.quick_start,QuickStartAction,getIsFirstSetup,3,1,0,268,0,,
akto,com.akto.action.quick_start,QuickStartAction,setIsFirstSetup,3,1,1,272,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAvailableLBs,3,1,0,276,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAvailableLBs,3,1,1,280,0,,
akto,com.akto.action.quick_start,QuickStartAction,getSelectedLBs,3,1,0,284,0,,
akto,com.akto.action.quick_start,QuickStartAction,setSelectedLBs,3,1,1,288,0,,
akto,com.akto.action.quick_start,QuickStartAction,getStackState,3,1,0,292,0,,
akto,com.akto.action.quick_start,QuickStartAction,setStackState,3,1,1,296,0,,
akto,com.akto.action.quick_start,QuickStartAction,getConfiguredItems,3,1,0,300,0,,
akto,com.akto.action.quick_start,QuickStartAction,setConfiguredItems,3,1,1,304,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAktoDashboardRoleName,3,1,0,308,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAktoDashboardRoleName,3,1,1,312,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAktoMirroringStackName,3,1,0,316,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAktoMirroringStackName,3,1,1,320,0,,
akto,com.akto.action.quick_start,QuickStartAction,getAktoDashboardStackName,3,1,0,324,0,,
akto,com.akto.action.quick_start,QuickStartAction,setAktoDashboardStackName,3,1,1,328,0,,
akto,com.akto.action.quick_start,QuickStartAction,convertStreamToString,10,2,1,332,0,,
akto,com.akto.action.gpt.validators,ApiCollectionAllowedValidation,validate,11,3,1,10,0,com.akto.dto.gpt.AktoGptConfig,com.akto.dto.gpt.AktoGptConfig; com.akto.dao.MCollection
akto,com.akto.action.gpt.validators,ApiCollectionAllowedValidation,getErrorMessage,3,1,0,23,0,,
akto,com.akto.action.gpt.validators,ValidateQuery,validate,0,1,1,6,0,,
akto,com.akto.action.gpt.validators,ValidateQuery,getErrorMessage,0,1,0,8,0,,
akto,com.akto.action.gpt.result_fetchers,SimpleResultFetcherStrategy,fetchResult,11,2,1,15,0,com.akto.action.gpt.result_fetchers.SimpleResultFetcherStrategy,com.akto.action.gpt.result_fetchers.SimpleResultFetcherStrategy
akto,com.akto.action.gpt.result_fetchers,SimpleResultFetcherStrategy,fetchDataFromLambda,27,3,1,27,0,,
akto,com.akto.action.gpt.result_fetchers,ResultFetcherStrategy,fetchResult,0,1,1,6,0,,
akto,com.akto.action.gpt.result_fetchers,AsyncResultFetcherStrategy,fetchResult,3,1,1,18,0,com.akto.action.gpt.result_fetchers.AsyncResultFetcherStrategy,com.akto.action.gpt.result_fetchers.AsyncResultFetcherStrategy
akto,com.akto.action.gpt.result_fetchers,AsyncResultFetcherStrategy,fetchDataFromLambda,42,4,1,23,0,com.akto.action.gpt.result_fetchers.AsyncResultFetcherStrategy,com.akto.action.gpt.result_fetchers.AsyncResultFetcherStrategy
akto,com.akto.action.gpt.result_fetchers,AsyncResultFetcherStrategy,fetchResponse,39,4,1,71,0,,
akto,com.akto.action.gpt.handlers,GenerateRegex,GenerateRegex,3,1,1,12,0,,
akto,com.akto.action.gpt.handlers,GenerateRegex,handleQuery,8,1,1,16,0,,
akto,com.akto.action.gpt.handlers,SuggestTests,SuggestTests,3,1,1,30,0,,
akto,com.akto.action.gpt.handlers,SuggestTests,handleQuery,21,1,1,34,0,com.akto.action.gpt.handlers.SuggestTests,com.akto.action.gpt.handlers.SuggestTests; com.akto.action.gpt.utils.HeadersUtils; com.akto.action.ExportSampleDataAction
akto,com.akto.action.gpt.handlers,SuggestTests,getTestDetails,9,2,0,56,0,com.akto.dto.test_editor.Category,com.akto.dto.test_editor.Category; com.akto.dao.test_editor.YamlTemplateDao; com.akto.dto.test_editor.Info
akto,com.akto.action.gpt.handlers,ListSensitiveParameters,ListSensitiveParameters,4,1,2,15,0,,
akto,com.akto.action.gpt.handlers,ListSensitiveParameters,handleQuery,13,3,1,20,0,com.akto.action.gpt.validators.ValidateQuery,com.akto.action.gpt.validators.ValidateQuery
akto,com.akto.action.gpt.handlers,ListApisByType,ListApisByType,5,1,3,21,0,,
akto,com.akto.action.gpt.handlers,ListApisByType,handleQuery,19,4,1,26,0,com.akto.action.gpt.data_extractors.DataExtractor,com.akto.action.gpt.data_extractors.DataExtractor; com.akto.action.gpt.validators.ValidateQuery
akto,com.akto.action.gpt.handlers,GenerateCurlForTest,GenerateCurlForTest,3,1,1,22,0,,
akto,com.akto.action.gpt.handlers,GenerateCurlForTest,handleQuery,24,1,1,26,0,com.akto.action.gpt.utils.HeadersUtils,com.akto.action.gpt.utils.HeadersUtils; com.akto.action.ExportSampleDataAction
akto,com.akto.action.gpt.handlers,GroupApisByFunctionality,GroupApisByFunctionality,5,1,3,20,0,,
akto,com.akto.action.gpt.handlers,GroupApisByFunctionality,handleQuery,14,3,1,26,0,com.akto.action.gpt.data_extractors.DataExtractor,com.akto.action.gpt.data_extractors.DataExtractor; com.akto.action.gpt.validators.ValidateQuery
akto,com.akto.action.gpt.handlers,QueryHandlerFactory,getQueryHandler,21,7,1,15,0,,
akto,com.akto.action.gpt.handlers,QueryHandler,handleQuery,0,1,1,8,0,,
akto,com.akto.action.gpt.utils,HeadersUtils,minifyHeaders,29,5,1,23,0,com.akto.dto.OriginalHttpRequest,com.akto.dto.OriginalHttpRequest; com.akto.action.gpt.utils.HeadersUtils
akto,com.akto.action.gpt.utils,HeadersUtils,convertMap,11,3,1,52,0,,
akto,com.akto.action.gpt.utils,HeadersUtils,replaceHeadersWithValues,7,2,1,64,0,,
akto,com.akto.action.gpt,GptConfigAction,fetchUpdatedAktoGptConfigs,23,4,0,27,0,com.akto.dao.MCollection,com.akto.dao.MCollection; com.akto.dto.gpt.AktoGptConfig; com.akto.action.gpt.GptConfigAction; com.akto.dto.ApiCollection
akto,com.akto.action.gpt,GptConfigAction,upsertAktoConfig,4,1,2,58,0,com.akto.dao.MCollection,com.akto.dao.MCollection
akto,com.akto.action.gpt,GptConfigAction,fetchAktoGptConfig,16,3,0,64,0,com.akto.action.gpt.GptConfigAction,com.akto.action.gpt.GptConfigAction; com.akto.dto.gpt.AktoGptConfig; com.akto.dao.MCollection
