Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
akto,com.akto.action.gpt.handlers,SuggestTests,8,3,3,2,43,4,0,1,0.0,0,7,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\handlers\SuggestTests.java,17
akto,com.akto.action.gpt.result_fetchers,AsyncResultFetcherStrategy,3,0,3,1,89,9,0,1,0.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\result_fetchers\AsyncResultFetcherStrategy.java,12
akto,com.akto.action.gpt.result_fetchers,ResultFetcherStrategy,0,0,1,0,3,1,2,0,-1.0,6,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\result_fetchers\ResultFetcherStrategy.java,4
akto,com.akto.action.gpt.result_fetchers,SimpleResultFetcherStrategy,1,0,2,1,41,5,0,1,0.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\result_fetchers\SimpleResultFetcherStrategy.java,11
akto,com.akto.action.gpt.utils,HeadersUtils,5,3,3,2,54,10,0,0,0.6666666666666666,2,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\utils\HeadersUtils.java,14
akto,com.akto.action.gpt.validators,ApiCollectionAllowedValidation,0,0,2,2,16,4,0,1,-1.0,0,4,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\validators\ApiCollectionAllowedValidation.java,9
akto,com.akto.action.gpt.validators,ValidateQuery,0,0,2,0,4,2,1,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\gpt\validators\ValidateQuery.java,5
akto,com.akto.action.growth_tools,PublicApiAction,16,10,10,10,124,19,0,0,0.4,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\growth_tools\PublicApiAction.java,21
akto,com.akto.action.misc,OtpAction,10,0,14,12,122,22,0,1,0.0,0,4,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\misc\OtpAction.java,27
akto,com.akto.action.observe,InventoryAction,20,2,52,47,0,117,0,1,0.0,3,12,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\observe\InventoryAction.java,30
akto,com.akto.action.observe,Utils,2,2,3,3,41,6,0,0,0.0,2,4,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\observe\Utils.java,16
akto,com.akto.action.observe,TestInventoryAction,0,0,2,1,34,2,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\action\observe\TestInventoryAction.java,18
akto,com.akto.action.quick_start,QuickStartAction,12,0,30,27,254,49,0,1,0.06666666666666667,0,21,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\quick_start\QuickStartAction.java,48
akto,com.akto.action.testing,AuthMechanismAction,11,0,20,20,146,32,0,1,0.2,1,12,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\AuthMechanismAction.java,27
akto,com.akto.action.testing,LoginRecorderAction,6,0,11,11,68,11,0,1,0.18181818181818182,0,6,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\LoginRecorderAction.java,25
akto,com.akto.action.testing,MarketplaceAction,12,0,29,28,156,35,0,1,0.06896551724137931,0,6,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\MarketplaceAction.java,23
akto,com.akto.action.testing,OtpTestDataAction,5,0,10,10,63,13,0,1,0.3,0,3,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\OtpTestDataAction.java,16
akto,com.akto.action.testing,StartTestAction,31,0,59,56,0,91,0,1,0.06779661016949153,2,28,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\StartTestAction.java,44
akto,com.akto.action.testing,StartTestAction.CallSource,0,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\StartTestAction.java,541
akto,com.akto.action.testing,TestRolesAction,7,0,14,13,135,26,0,1,0.14285714285714285,1,8,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\TestRolesAction.java,21
akto,com.akto.action.testing,TestRolesAction.RolesConditionUtils,2,0,0,0,18,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\TestRolesAction.java,28
akto,com.akto.action.testing,WorkflowTestAction,13,0,35,33,208,45,0,1,0.05714285714285714,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing\WorkflowTestAction.java,24
akto,com.akto.action.testing,TestRolesActionTest,0,0,1,1,36,2,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\action\testing\TestRolesActionTest.java,19
akto,com.akto.action.testing,TestSaveTestEditorAction,1,0,1,1,16,1,0,0,0.0,0,4,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\action\testing\TestSaveTestEditorAction.java,16
akto,com.akto.action.testing,TestStartTestAction,0,0,3,3,58,4,0,0,-1.0,0,11,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\action\testing\TestStartTestAction.java,21
akto,com.akto.action.testing_issues,IssuesAction,19,0,45,44,266,62,0,1,0.06666666666666667,1,13,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\testing_issues\IssuesAction.java,31
akto,com.akto.action.test_editor,SaveTestEditorAction,9,0,23,23,219,41,0,1,0.08695652173913043,1,21,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\test_editor\SaveTestEditorAction.java,44
akto,com.akto.action.tpi,GoogleAuthAction,4,0,9,9,53,10,0,1,0.2222222222222222,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\tpi\GoogleAuthAction.java,32
akto,com.akto.action.traffic_metrics,TrafficMetricsAction,8,1,10,10,111,23,0,1,0.0,1,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\traffic_metrics\TrafficMetricsAction.java,16
akto,com.akto.action.traffic_metrics,TestTrafficMetricsAction,0,0,2,1,65,2,0,0,-1.0,0,3,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\action\traffic_metrics\TestTrafficMetricsAction.java,15
akto,com.akto.action.user,UserInfoAction,1,0,3,3,14,4,0,1,0.6666666666666666,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\action\user\UserInfoAction.java,7
akto,com.akto.filter,AuthorizationFilter,0,0,3,3,16,4,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\AuthorizationFilter.java,13
akto,com.akto.filter,GrowthToolsFilter,0,0,3,3,16,4,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\GrowthToolsFilter.java,11
akto,com.akto.filter,HttpMethodFilter,0,0,3,3,20,5,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\HttpMethodFilter.java,10
akto,com.akto.filter,InfraMetricsFilter,1,0,3,3,28,4,0,0,1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\InfraMetricsFilter.java,17
akto,com.akto.filter,MetaInfoFilter,0,0,3,3,12,3,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\MetaInfoFilter.java,13
akto,com.akto.filter,MongoConnectCheckFilter,0,0,3,3,24,6,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\MongoConnectCheckFilter.java,16
akto,com.akto.filter,RateLimitFilter,1,0,5,4,65,12,0,0,0.6,0,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\RateLimitFilter.java,14
akto,com.akto.filter,SecurityHeadersFilter,0,0,3,3,20,5,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\SecurityHeadersFilter.java,12
akto,com.akto.filter,UserDetailsFilter,2,2,5,4,175,31,0,0,0.6,0,9,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\filter\UserDetailsFilter.java,41
akto,com.akto.listener,AfterMongoConnectListener,2,0,4,4,44,12,1,0,0.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\AfterMongoConnectListener.java,9
akto,com.akto.listener,InfraMetricsListener,2,1,1,1,17,1,0,0,0.0,2,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\InfraMetricsListener.java,17
akto,com.akto.listener,InitializerListener,19,11,44,27,897,147,0,0,0.045454545454545456,10,61,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\InitializerListener.java,92
akto,com.akto.listener,InitializerListener.ChangesInfo,9,9,0,0,11,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\InitializerListener.java,678
akto,com.akto.listener,InitializerListener.UrlResult,2,0,0,0,8,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\InitializerListener.java,690
akto,com.akto.listener,KafkaListener,3,2,1,1,16,2,0,0,0.0,1,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\KafkaListener.java,12
akto,com.akto.listener,RuntimeListener,4,3,4,3,92,8,0,1,0.5,1,16,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\listener\RuntimeListener.java,30
akto,com.akto.listener,TestFileTypes,0,0,1,1,0,4,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\listener\TestFileTypes.java,19
akto,com.akto.listener,TestFintechTypes,0,0,1,1,0,12,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\listener\TestFintechTypes.java,19
akto,com.akto.listener,TestInitializerListener,0,0,5,4,70,5,0,0,-1.0,0,13,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\listener\TestInitializerListener.java,28
akto,com.akto.listener,TestListener,0,0,1,1,24,1,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\test\java\com\akto\listener\TestListener.java,20
akto,com.akto.utils.cloud,CloudType,0,0,0,0,1,0,0,0,-1.0,2,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\CloudType.java,3
akto,com.akto.utils.cloud,Utils,1,0,3,3,27,4,0,0,1.0,2,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\Utils.java,17
akto,com.akto.utils.cloud.serverless.aws,Lambda,3,0,5,3,64,10,0,1,0.6,2,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\serverless\aws\Lambda.java,23
akto,com.akto.utils.cloud.serverless,ServerlessFunction,0,0,2,2,4,2,1,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\serverless\ServerlessFunction.java,3
akto,com.akto.utils.cloud.serverless,UpdateFunctionRequest,1,0,2,2,9,2,0,0,0.0,3,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\serverless\UpdateFunctionRequest.java,5
akto,com.akto.utils.cloud.stack.aws,AwsStack,7,1,7,5,90,13,0,1,0.42857142857142855,2,2,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\stack\aws\AwsStack.java,26
akto,com.akto.utils.cloud.stack.dto,StackState,2,0,5,5,20,5,0,0,0.0,4,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\stack\dto\StackState.java,3
akto,com.akto.utils.cloud.stack,Stack,0,0,4,4,7,4,1,0,-1.0,1,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\stack\Stack.java,9
akto,com.akto.utils.cloud.stack,Stack.StackStatus,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\cloud\stack\Stack.java,16
akto,com.akto.utils.platform,DashboardStackDetails,4,4,2,2,13,2,0,0,1.0,3,0,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\platform\DashboardStackDetails.java,5
akto,com.akto.utils.platform,MirroringStackDetails,29,29,1,1,38,2,0,0,0.0,2,1,C:\Users\rmaca\Downloads\akto\apps\dashboard\src\main\java\com\akto\utils\platform\MirroringStackDetails.java,3
akto,com.akto.rules,FuzzingTest,8,1,11,11,212,33,0,1,0.18181818181818182,3,14,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\FuzzingTest.java,34
akto,com.akto.rules,TestPlugin,27,9,20,19,339,60,1,0,0.65,6,23,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,40
akto,com.akto.rules,TestPlugin.ContainsPrivateResourceResult,2,0,0,0,22,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,191
akto,com.akto.rules,TestPlugin.ApiExecutionDetails,5,5,0,0,14,0,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,389
akto,com.akto.rules,TestPlugin.ExecutorResult,9,0,0,0,22,0,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,405
akto,com.akto.rules,TestPlugin.Result,4,4,0,0,12,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,432
akto,com.akto.rules,TestPlugin.TestRoleMatcher,2,0,0,0,23,0,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\rules\TestPlugin.java,446
akto,com.akto.rules,TestFuzzingTest,3,3,11,5,60,11,0,0,0.18181818181818182,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\rules\TestFuzzingTest.java,21
akto,com.akto.rules,TestTestPlugin,0,0,10,8,143,11,0,0,-1.0,0,10,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\rules\TestTestPlugin.java,29
akto,com.akto.store,SampleMessageStore,1,0,5,5,76,16,0,0,0.8,3,13,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\store\SampleMessageStore.java,26
akto,com.akto.store,TestingUtil,4,0,10,10,38,10,0,0,0.2,4,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\store\TestingUtil.java,11
akto,com.akto.store,TestSampleMessageStore,0,0,2,2,33,2,0,0,-1.0,0,8,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\store\TestSampleMessageStore.java,18
akto,com.akto.store,StandardHeaders,1,1,2,1,77,3,0,0,0.0,0,0,C:\Users\rmaca\Downloads\akto\libs\utils\src\main\java\com\akto\store\StandardHeaders.java,7
akto,com.akto.testing,ApiExecutor,1,0,5,2,148,33,0,0,0.0,8,8,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\ApiExecutor.java,29
akto,com.akto.testing,ApiWorkflowExecutor,3,0,17,14,0,72,0,0,0.11764705882352941,3,25,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\ApiWorkflowExecutor.java,44
akto,com.akto.testing,HTTPClientHandler,6,1,5,4,34,6,0,0,1.0,1,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\HTTPClientHandler.java,15
akto,com.akto.testing,Main,2,1,4,2,108,12,0,0,0.5,0,14,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\Main.java,33
akto,com.akto.testing,NucleiExecutor,5,2,3,3,0,28,0,0,0.0,2,3,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\NucleiExecutor.java,20
akto,com.akto.testing,NucleiExecutor.NucleiResult,2,2,0,0,8,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\NucleiExecutor.java,23
akto,com.akto.testing,NucleiExecutor.State,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\NucleiExecutor.java,171
akto,com.akto.testing,StatusCodeAnalyser,8,3,9,9,229,46,0,0,0.0,5,15,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\StatusCodeAnalyser.java,27
akto,com.akto.testing,StatusCodeAnalyser.StatusCodeIdentifier,2,2,0,0,11,0,0,0,-1.0,0,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\StatusCodeAnalyser.java,35
akto,com.akto.testing,TestExecutor,2,1,15,14,422,70,0,0,0.26666666666666666,4,41,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\TestExecutor.java,44
akto,com.akto.testing,ApiExecutorTest,0,0,1,1,19,1,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\testing\ApiExecutorTest.java,13
akto,com.akto.testing,ApiWorkflowExecutorTest,0,0,13,12,183,13,0,0,-1.0,0,8,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\testing\ApiWorkflowExecutorTest.java,29
akto,com.akto.testing,StatusCodeAnalyserTest,0,0,2,2,34,2,0,0,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\testing\StatusCodeAnalyserTest.java,13
akto,com.akto.testing,TestExecutorTest,0,0,4,2,39,4,0,0,-1.0,0,5,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\testing\TestExecutorTest.java,17
akto,com.akto.testing.yaml_tests,SecurityTestTemplate,10,0,24,24,98,26,1,0,0.0,0,8,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\yaml_tests\SecurityTestTemplate.java,19
akto,com.akto.testing.yaml_tests,YamlTestTemplate,1,0,5,5,61,16,0,1,1.0,1,16,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing\yaml_tests\YamlTestTemplate.java,26
akto,com.akto.testing_issues,TestingIssuesHandler,1,0,4,1,90,15,0,0,0.0,1,10,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\testing_issues\TestingIssuesHandler.java,27
akto,com.akto.testing_issues,TestingIssuesHandlerTest,1,0,2,0,16,2,0,0,0.0,0,3,C:\Users\rmaca\Downloads\akto\apps\testing\src\test\java\com\akto\testing_issues\TestingIssuesHandlerTest.java,28
akto,com.akto.test_editor.auth,AuthValidator,0,0,3,3,64,15,0,0,-1.0,1,11,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\auth\AuthValidator.java,20
akto,com.akto.test_editor.execution,Executor,1,0,4,4,0,71,0,0,0.0,1,15,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\execution\Executor.java,24
akto,com.akto.test_editor.execution,Operations,0,0,15,15,125,26,0,0,-1.0,2,4,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\execution\Operations.java,14
akto,com.akto.test_editor.execution,VariableResolver,0,0,8,8,194,37,0,0,-1.0,2,4,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\execution\VariableResolver.java,15
akto,com.akto.test_editor.filter.data_operands_impl,ContainsAllFilter,0,0,3,3,35,5,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\ContainsAllFilter.java,8
akto,com.akto.test_editor.filter.data_operands_impl,ContainsEitherFilter,0,0,3,3,37,5,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\ContainsEitherFilter.java,8
akto,com.akto.test_editor.filter.data_operands_impl,ContainsJwt,0,0,1,1,27,4,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\ContainsJwt.java,11
akto,com.akto.test_editor.filter.data_operands_impl,DataOperandsImpl,0,0,1,1,3,1,12,0,-1.0,1,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\DataOperandsImpl.java,5
akto,com.akto.test_editor.filter.data_operands_impl,EqFilter,0,0,1,1,50,9,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\EqFilter.java,9
akto,com.akto.test_editor.filter.data_operands_impl,GreaterThanEqFilter,0,0,1,1,9,1,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\GreaterThanEqFilter.java,6
akto,com.akto.test_editor.filter.data_operands_impl,GreaterThanFilter,0,0,1,1,9,1,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\GreaterThanFilter.java,6
akto,com.akto.test_editor.filter.data_operands_impl,LesserThanEqFilter,0,0,1,1,9,1,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\LesserThanEqFilter.java,6
akto,com.akto.test_editor.filter.data_operands_impl,LesserThanFilter,0,0,1,1,9,1,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\LesserThanFilter.java,6
akto,com.akto.test_editor.filter.data_operands_impl,NeqFilter,0,0,1,1,50,9,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\NeqFilter.java,7
akto,com.akto.test_editor.filter.data_operands_impl,NotContainsEitherFilter,0,0,2,2,28,3,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\NotContainsEitherFilter.java,8
akto,com.akto.test_editor.filter.data_operands_impl,NotContainsFilter,0,0,2,2,28,3,0,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\NotContainsFilter.java,8
akto,com.akto.test_editor.filter.data_operands_impl,RegexFilter,0,0,1,1,25,2,0,1,-1.0,0,2,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\data_operands_impl\RegexFilter.java,9
akto,com.akto.test_editor.filter,endPointValid,12,0,5,5,111,20,0,0,0.0,0,7,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\endPointValid.java,15
akto,com.akto.test_editor.filter,Filter,2,0,3,3,34,7,0,0,1.0,1,6,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\Filter.java,21
akto,com.akto.test_editor.filter,FilterAction,1,1,44,44,0,220,0,0,0.13636363636363635,2,21,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\filter\FilterAction.java,50
akto,com.akto.test_editor,Utils,0,0,6,6,0,36,0,0,-1.0,8,0,C:\Users\rmaca\Downloads\akto\apps\testing\src\main\java\com\akto\test_editor\Utils.java,12
akto,com.akto.dao,AccountsContextDao,0,0,1,1,5,1,58,1,-1.0,0,1,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AccountsContextDao.java,5
akto,com.akto.dao,AccountsDao,1,1,3,3,12,3,0,2,1.0,4,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AccountsDao.java,8
akto,com.akto.dao,AccountSettingsDao,1,1,6,6,32,7,0,2,0.5,13,2,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AccountSettingsDao.java,13
akto,com.akto.dao,AktoDataTypeDao,1,1,2,2,9,2,0,2,1.0,5,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AktoDataTypeDao.java,5
akto,com.akto.dao,AktoGptConfigDao,1,1,2,2,9,2,0,2,1.0,2,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AktoGptConfigDao.java,5
akto,com.akto.dao,APIAuthDao,1,1,3,2,11,3,0,2,1.0,0,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\APIAuthDao.java,5
akto,com.akto.dao,ApiCollectionsDao,1,1,11,10,70,17,0,2,0.36363636363636365,25,2,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\ApiCollectionsDao.java,18
akto,com.akto.dao,APIConfigsDao,1,1,2,2,9,2,0,2,1.0,1,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\APIConfigsDao.java,5
akto,com.akto.dao,ApiInfoDao,1,1,5,5,49,12,0,2,0.6,13,2,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\ApiInfoDao.java,14
akto,com.akto.dao,APISpecDao,1,1,4,3,14,4,0,2,1.0,3,1,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\APISpecDao.java,5
akto,com.akto.dao,ApiTokensDao,1,1,3,3,12,3,0,2,1.0,5,1,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\ApiTokensDao.java,6
akto,com.akto.dao,AttemptsDao,1,1,4,3,14,4,0,2,1.0,0,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AttemptsDao.java,11
akto,com.akto.dao,AuthMechanismsDao,1,1,2,2,9,2,0,2,1.0,7,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AuthMechanismsDao.java,5
akto,com.akto.dao,AwsResourcesDao,1,1,4,4,15,4,0,2,0.75,1,1,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\AwsResourcesDao.java,9
akto,com.akto.dao,BackwardCompatibilityDao,1,1,2,2,9,2,0,2,1.0,3,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\BackwardCompatibilityDao.java,5
akto,com.akto.dao,BurpPluginInfoDao,1,1,6,6,21,6,0,2,0.5,2,2,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\BurpPluginInfoDao.java,10
akto,com.akto.dao,CommonContextDao,0,0,1,1,5,1,10,1,-1.0,0,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\CommonContextDao.java,3
akto,com.akto.dao,ConfigsDao,1,1,2,2,9,2,0,2,1.0,2,0,C:\Users\rmaca\Downloads\akto\libs\dao\src\main\java\com\akto\dao\ConfigsDao.java,5
